Burgenland	Kärnten	Niederösterreich	Oberösterreich	Salzburg	Steiermark	Tirol	Vorarlberg	Wien	Summe	Timestamp
297	388	2467	2177	1171	1482	3349	847	2126	14304	2020-05-13 09:30:00
300	389	2487	2177	1175	1504	3360	856	2157	14405	2020-05-14 09:30:00
302	390	2503	2185	1179	1510	3370	856	2176	14471	2020-05-15 09:30:00
308	390	2510	2189	1179	1531	3373	856	2188	14524	2020-05-16 09:30:00
311	390	2512	2187	1183	1543	3382	856	2199	14563	2020-05-17 09:30:00
312	390	2516	2187	1183	1550	3383	856	2237	14614	2020-05-18 09:30:00
316	392	2529	2199	1183	1563	3385	859	2252	14678	2020-05-19 09:30:00
316	393	2557	2200	1183	1574	3393	861	2405	14882	2020-05-20 09:30:00
317	393	2562	2197	1189	1589	3395	862	2447	14951	2020-05-21 09:00:00
318	393	2574	2199	1191	1592	3396	862	2480	15005	2020-05-22 09:00:00
318	395	2583	2202	1192	1599	3396	862	2488	15035	2020-05-23 09:30:00
318	395	2596	2203	1192	1602	3398	864	2495	15063	2020-05-24 09:30:00
320	396	2604	2204	1193	1605	3399	864	2553	15138	2020-05-25 09:30:00
320	397	2621	2207	1193	1613	3404	863	2564	15182	2020-05-26 09:30:00
321	398	2633	2209	1192	1626	3405	863	2581	15228	2020-05-27 09:30:00
324	398	2647	2212	1192	1628	3412	866	2607	15286	2020-05-28 09:30:00
325	398	2654	2212	1193	1638	3416	866	2645	15347	2020-05-29 09:30:00
325	398	2667	2214	1196	1642	3419	866	2793	15520	2020-05-30 09:30:00
325	398	2673	2215	1196	1645	3420	866	2855	15593	2020-05-31 09:30:00
326	398	2673	2215	1197	1646	3420	866	2855	15596	2020-06-01 09:30:00
327	398	2678	2215	1197	1647	3421	867	2879	15629	2020-06-02 09:30:00
328	398	2687	2221	1197	1655	3425	867	2894	15672	2020-06-03 09:30:00
328	398	2695	2225	1198	1661	3426	869	2917	15717	2020-06-04 09:30:00
329	398	2699	2226	1199	1667	3430	867	2927	15742	2020-06-05 09:30:00
329	398	2706	2228	1200	1669	3432	876	2951	15789	2020-06-06 09:00:00
329	398	2707	2229	1200	1670	3433	876	2951	15793	2020-06-07 09:30:00
329	399	2707	2230	1200	1678	3434	876	2986	15839	2020-06-08 09:30:00
331	400	2717	2231	1200	1683	3436	876	3001	15875	2020-06-09 09:30:00
332	401	2725	2231	1200	1686	3436	878	3021	15910	2020-06-10 09:30:00
332	401	2742	2232	1201	1686	3436	878	3041	15949	2020-06-11 09:00:00
332	401	2746	2232	1201	1688	3437	880	3068	15985	2020-06-12 09:30:00
329	401	2750	2232	1201	1690	3437	881	3091	16012	2020-06-13 09:30:00
329	401	2750	2233	1201	1690	3438	881	3136	16059	2020-06-14 09:30:00
329	401	2750	2234	1201	1689	3438	881	3143	16066	2020-06-15 09:30:00
329	401	2753	2235	1201	1690	3440	882	3158	16089	2020-06-16 09:30:00
329	402	2754	2235	1201	1688	3440	882	3168	16099	2020-06-17 09:30:00
330	402	2756	2238	1202	1661	3441	882	3189	16101	2020-06-18 09:30:00
329	402	2761	2240	1202	1661	3442	888	3216	16141	2020-06-19 09:30:00
329	402	2765	2249	1202	1672	3443	889	3224	16175	2020-06-20 09:30:00
329	402	2767	2250	1202	1672	3443	889	3243	16197	2020-06-21 09:30:00
330	402	2769	2250	1201	1672	3443	889	3285	16241	2020-06-22 09:30:00
331	402	2777	2254	1201	1673	3444	889	3290	16261	2020-06-23 09:30:00
331	402	2778	2256	1201	1673	3444	889	3308	16282	2020-06-24 09:30:00
332	402	2783	2263	1201	1676	3444	889	3330	16320	2020-06-25 09:30:00
332	402	2789	2264	1201	1676	3444	890	3350	16348	2020-06-26 09:30:00
332	402	2794	2269	1201	1677	3444	891	3361	16371	2020-06-27 09:30:00
332	402	2795	2270	1201	1680	3444	891	3386	16401	2020-06-28 09:30:00
332	402	2797	2270	1200	1680	3444	891	3404	16420	2020-06-29 09:30:00
333	402	2809	2271	1201	1681	3444	891	3446	16478	2020-06-30 09:30:00
333	402	2811	2272	1201	1681	3445	891	3455	16491	2020-07-01 09:30:00
333	402	2812	2274	1203	1685	3447	891	3467	16514	2020-07-02 09:30:00
336	402	2813	2276	1205	1685	3447	892	3502	16558	2020-07-03 09:30:00
336	404	2818	2282	1211	1685	3447	891	3533	16607	2020-07-04 09:30:00
337	404	2819	2285	1211	1688	3447	891	3533	16615	2020-07-05 09:30:00
337	404	2826	2287	1212	1688	3447	891	3555	16647	2020-07-06 09:30:00
337	407	2831	2295	1213	1688	3448	891	3576	16686	2020-07-07 09:30:00
338	408	2835	2306	1216	1688	3448	891	3591	16721	2020-07-08 09:30:00
338	410	2844	2317	1219	1689	3448	893	3600	16758	2020-07-09 09:30:00
338	412	2855	2326	1218	1690	3449	895	3625	16808	2020-07-10 09:30:00
338	413	2866	2345	1217	1698	3449	895	3643	16864	2020-07-11 09:30:00
339	413	2872	2385	1219	1698	3449	895	3682	16952	2020-07-12 09:30:00
340	413	2874	2415	1222	1698	3449	895	3694	17000	2020-07-13 09:30:00
343	413	2877	2439	1229	1698	3457	896	3721	17073	2020-07-14 09:30:00
347	415	2881	2487	1234	1708	3462	896	3745	17175	2020-07-15 09:30:00
347	415	2884	2522	1234	1711	3466	897	3768	17244	2020-07-16 09:30:00
352	415	2888	2559	1238	1715	3467	897	3804	17335	2020-07-17 09:30:00
355	416	2892	2652	1239	1717	3476	897	3857	17501	2020-07-18 09:30:00
355	418	2893	2681	1241	1738	3476	897	3900	17599	2020-07-19 09:30:00
355	420	2899	2710	1241	1738	3477	898	3921	17659	2020-07-20 09:30:00
356	421	2904	2763	1213	1738	3481	899	3941	17716	2020-07-21 09:30:00
358	423	2909	2824	1217	1764	3485	899	3970	17849	2020-07-22 09:30:00
359	424	2924	2864	1219	1767	3486	899	4001	17943	2020-07-23 09:30:00
360	425	2930	2905	1222	1775	3490	900	4035	18042	2020-07-24 09:30:00
360	430	2935	2949	1224	1777	3497	900	4052	18124	2020-07-25 09:30:00
362	430	2936	2978	1226	1786	3500	901	4090	18209	2020-07-26 09:30:00
363	430	2937	2988	1229	1786	3503	901	4109	18246	2020-07-27 09:30:00
363	431	2971	3032	1232	1791	3510	902	4147	18379	2020-07-28 09:30:00
368	431	2981	3089	1235	1810	3519	902	4193	18528	2020-07-29 09:30:00
366	434	2989	3123	1245	1821	3524	902	4224	18628	2020-07-30 09:30:00
373	435	3004	3151	1251	1829	3531	903	4281	18758	2020-07-31 09:30:00
375	436	3025	3191	1259	1848	3538	906	4333	18911	2020-08-01 09:30:00
375	436	3040	3211	1262	1852	3540	913	4355	18984	2020-08-02 09:30:00
375	436	3053	3235	1265	1852	3541	913	4393	19063	2020-08-03 09:30:00
377	437	3087	3416	1265	1860	3547	922	4425	19336	2020-08-04 09:30:00
379	441	3102	3445	1282	1877	3554	925	4459	19464	2020-08-05 09:30:00
