Burgenland	Kärnten	Niederösterreich	Oberösterreich	Salzburg	Steiermark	Tirol	Vorarlberg	Wien	Summe	Timestamp
17424	38205	103495	110898	48557	74488	59583	27581	131560	611791	2021-04-28 15:00:00
17432	38281	103561	111077	48670	74693	59797	27607	131846	612964	2021-04-29 08:00:00
17472	38354	103778	111333	48690	74733	59810	27708	131867	613745	2021-04-29 15:00:00
17480	38419	103826	111436	48760	75094	60000	27760	132294	615069	2021-04-30 08:00:00
17489	38469	104029	111644	48802	75224	60032	27835	132374	615898	2021-04-30 15:00:00
17518	38509	104103	111771	48875	75387	60138	27904	132503	616708	2021-05-01 08:00:00
17515	38574	104212	111916	48901	75515	60199	27931	132632	617395	2021-05-01 15:00:00
17551	38626	104249	112068	48956	75623	60323	28003	132998	618397	2021-05-02 08:00:00
17554	38660	104388	112172	48987	75785	60337	28073	133069	619025	2021-05-02 15:00:00
17578	38689	104460	112205	49002	75803	60455	28097	133240	619529	2021-05-03 08:00:00
17574	38786	104537	112414	49047	76032	60469	28153	133023	620035	2021-05-03 15:00:00
17590	38808	104615	112459	49107	76078	60627	28191	133163	620638	2021-05-04 08:00:00
17617	38871	104724	112690	49147	76187	60661	28241	133268	621406	2021-05-04 15:00:00
17625	38907	104842	112815	49195	76356	60816	28287	133661	622504	2021-05-05 08:00:00
17647	38963	104905	113013	49235	76449	60799	28352	133577	622940	2021-05-05 15:00:00
17649	38989	104959	113098	49260	76666	60814	28385	133756	623576	2021-05-06 08:00:00
17672	39043	105109	113257	49312	76751	60875	28449	133833	624301	2021-05-06 15:00:00
17674	39064	105162	113313	49337	76937	60919	28506	133998	624910	2021-05-07 08:00:00
17694	39105	105226	113485	49370	77047	60938	28557	134029	625451	2021-05-07 15:00:00
17700	39129	105342	113572	49394	77213	61013	28648	134189	626200	2021-05-08 08:00:00
17707	39187	105469	113685	49419	77329	61016	28658	134344	626814	2021-05-08 15:00:00
17710	39201	105487	113734	49445	77350	61018	28704	134404	627053	2021-05-09 08:00:00
17721	39218	105580	113826	49486	77534	61031	28742	134545	627683	2021-05-09 15:00:00
17727	39240	105625	113837	49491	77543	61041	28746	134579	627829	2021-05-10 08:00:00
17728	39298	105710	113928	49511	77669	61178	28783	134568	628373	2021-05-10 15:00:00
17742	39308	105720	113968	49546	77694	61390	28805	134624	628797	2021-05-11 08:00:00
17763	39376	105943	114184	49601	77862	61524	28892	134934	630079	2021-05-12 08:00:00
17777	39443	106063	114340	49654	78037	61604	28974	135112	631004	2021-05-13 08:00:00
17799	39512	106187	114471	49692	78191	61673	29055	135325	631905	2021-05-14 08:00:00
17809	39552	106280	114648	49720	78287	61714	29098	135378	632486	2021-05-15 08:00:00
17814	39595	106369	114742	49750	78407	61766	29166	135536	633145	2021-05-16 08:00:00
17820	39618	106405	114846	49774	78494	61790	29209	135661	633617	2021-05-17 08:00:00
17841	39655	106552	114940	49797	78587	61913	29240	135684	634209	2021-05-18 08:00:00
17859	39713	106658	115088	49846	78695	61999	29300	135876	635034	2021-05-19 08:00:00
17882	39763	106753	115184	49868	78787	62078	29335	135987	635637	2021-05-20 08:00:00
17885	39797	106795	115353	49903	78893	62146	29391	136121	636284	2021-05-21 08:00:00
17890	39831	106878	115474	49920	79002	62234	29417	136231	636877	2021-05-22 08:00:00
17896	39854	106967	115564	49942	79099	62287	29461	136347	637417	2021-05-23 08:00:00
17901	39837	107028	115624	49962	79145	62324	29502	136426	637749	2021-05-24 08:00:00
17915	39866	107075	115685	49994	79186	62343	29531	136536	638131	2021-05-25 08:00:00
17926	39896	107180	115779	50007	79224	62403	29602	136513	638530	2021-05-26 08:00:00
17935	39925	107284	115903	50020	79310	62463	29666	136618	639124	2021-05-27 08:00:00
17943	39943	107353	116015	50018	79373	62517	29729	136757	639648	2021-05-28 08:00:00
17950	39960	107461	116085	50043	79421	62594	29770	136883	640167	2021-05-29 08:00:00
17963	39996	107552	116142	50052	79485	62623	29795	136956	640564	2021-05-30 08:00:00
17964	40007	107618	116167	50066	79529	62667	29856	137008	640882	2021-05-31 08:00:00
17962	40027	107665	116207	50073	79568	62720	29901	136956	641079	2021-06-01 08:00:00
17972	40049	107724	116284	50066	79612	62781	29965	137135	641588	2021-06-02 08:00:00
17980	40065	107755	116327	50053	79662	62840	29997	137168	641847	2021-06-03 08:00:00
17984	40076	107834	116373	50069	79704	62880	30012	137292	642224	2021-06-04 08:00:00
17987	40089	107884	116416	50076	79720	62926	30022	137345	642465	2021-06-05 08:00:00
17986	40103	107949	116481	50079	79761	62974	30058	137456	642847	2021-06-06 08:00:00
17988	40123	107991	116516	50083	79804	63023	30075	137508	643111	2021-06-07 08:00:00
17993	40144	108049	116550	50096	79832	63082	30082	137538	643366	2021-06-08 08:00:00
18007	40158	108120	116600	50106	79865	63098	30120	137662	643736	2021-06-09 08:00:00
18009	40180	108171	116639	50115	79883	63127	30135	137741	644000	2021-06-10 08:00:00
18015	40188	108206	116670	50108	79899	63162	30141	137848	644237	2021-06-11 08:00:00
18019	40201	108240	116697	50118	79907	63175	30151	137871	644379	2021-06-12 08:00:00
18018	40204	108255	116729	50126	79912	63210	30160	137991	644605	2021-06-13 08:00:00
18019	40205	108260	116739	50128	79913	63220	30169	138042	644695	2021-06-14 08:00:00
18021	40204	108303	116748	50141	79923	63233	30174	138091	644838	2021-06-15 08:00:00
18029	40206	108322	116777	50156	79939	63239	30176	138167	645011	2021-06-16 08:00:00
18034	40207	108348	116795	50160	79954	63255	30177	138280	645210	2021-06-17 08:00:00
18044	40208	108390	116805	50166	79956	63261	30175	138328	645333	2021-06-18 08:00:00
18051	40203	108405	116818	50169	79959	63269	30188	138388	645450	2021-06-19 08:00:00
18051	40212	108440	116834	50171	79967	63277	30194	138447	645593	2021-06-20 08:00:00
18055	40216	108453	116843	50177	79974	63281	30203	138482	645684	2021-06-21 08:00:00
18064	40206	108470	116861	50180	79971	63291	30206	138491	645740	2021-06-22 08:00:00
18065	40188	108485	116885	50185	79978	63297	30213	138553	645849	2021-06-23 08:00:00
18070	40189	108498	116894	50191	79977	63298	30216	138598	645931	2021-06-24 08:00:00
18079	40186	108524	116910	50192	79971	63305	30220	138641	646028	2021-06-25 08:00:00
18083	40229	108541	116921	50191	79979	63305	30222	138718	646189	2021-06-26 08:00:00
18084	40226	108553	116931	50195	79982	63308	30223	138758	646260	2021-06-27 08:00:00
18085	40225	108568	116931	50202	79985	63310	30231	138794	646331	2021-06-28 08:00:00
18089	40190	108565	116937	50191	79993	63285	30220	138795	646265	2021-06-29 08:00:00
18096	40190	108573	116938	50186	79990	63275	30204	138791	646243	2021-06-30 08:00:00
18094	40179	108591	116943	50184	79996	63279	30204	138833	646303	2021-07-01 08:00:00
18092	40173	108645	116958	50189	80000	63282	30210	138892	646441	2021-07-02 08:00:00
18099	40172	108701	116970	50199	79994	63282	30212	138962	646591	2021-07-03 08:00:00
18099	40171	108710	116974	50200	79996	63283	30216	138981	646630	2021-07-04 08:00:00
18101	40171	108719	116984	50202	79999	63293	30216	139030	646715	2021-07-05 08:00:00
18111	40174	108735	116990	50202	80011	63298	30216	139077	646814	2021-07-06 08:00:00
18115	40169	108773	117011	50205	80009	63302	30219	139160	646963	2021-07-07 08:00:00
18120	40142	108767	117032	50209	80022	63319	30220	139220	647051	2021-07-08 08:00:00
18122	40153	108772	117061	50218	80035	63334	30224	139282	647201	2021-07-09 08:00:00
18115	40150	108788	117077	50208	80046	63351	30212	139199	647146	2021-07-10 08:00:00
18116	40154	108804	117086	50215	80066	63364	30216	139291	647312	2021-07-11 08:00:00
18119	40162	108820	117121	50223	80089	63375	30223	139374	647506	2021-07-12 08:00:00
18120	40178	108843	117143	50228	80123	63403	30223	139397	647658	2021-07-13 08:00:00
18119	40228	108878	117182	50246	80154	63426	30233	139477	647943	2021-07-14 08:00:00
18127	40253	108929	117222	50273	80179	63444	30247	139649	648323	2021-07-15 08:00:00
18129	40268	108951	117272	50311	80219	63480	30256	139760	648646	2021-07-16 08:00:00
18134	40279	109010	117342	50374	80269	63522	30281	139831	649042	2021-07-17 08:00:00
18135	40290	109047	117383	50418	80325	63535	30297	139967	649397	2021-07-18 08:00:00
18136	40301	109075	117419	50435	80359	63557	30318	140053	649653	2021-07-19 08:00:00
18139	40317	109107	117463	50521	80386	63585	30342	140139	649999	2021-07-20 08:00:00
18149	40343	109129	117542	50587	80421	63617	30370	140231	650389	2021-07-21 08:00:00
18156	40364	109173	117589	50689	80478	63684	30383	140339	650855	2021-07-22 08:00:00
18161	40384	109200	117660	50741	80532	63718	30411	140438	651245	2021-07-23 08:00:00
18166	40407	109243	117724	50778	80565	63751	30425	140522	651581	2021-07-24 08:00:00
18166	40419	109283	117759	50829	80582	63788	30440	140673	651939	2021-07-25 08:00:00
18174	40437	109344	117801	50843	80596	63828	30476	140758	652257	2021-07-26 08:00:00
18186	40467	109409	117853	50897	80637	63872	30482	140810	652613	2021-07-27 08:00:00
18202	40495	109475	117962	50941	80711	63918	30501	141021	653226	2021-07-28 08:00:00
18215	40519	109554	118053	50981	80777	63964	30511	141188	653762	2021-07-29 08:00:00
18220	40556	109627	118127	51033	80842	63993	30535	141336	654269	2021-07-30 08:00:00
18236	40582	109697	118220	51077	80919	64027	30567	141469	654794	2021-07-31 08:00:00
18236	40613	109765	118257	51119	80975	64053	30590	141537	655145	2021-08-01 08:00:00
18245	40635	109813	118305	51137	81013	64096	30611	141669	655524	2021-08-02 08:00:00
18255	40650	109864	118374	51168	81071	64172	30643	141767	655964	2021-08-03 08:00:00
18268	40677	109938	118470	51214	81132	64263	30685	141916	656563	2021-08-04 08:00:00
18272	40705	109992	118556	51255	81189	64319	30716	142072	657076	2021-08-05 08:00:00
18273	40729	110034	118642	51329	81256	64374	30752	142135	657524	2021-08-06 08:00:00
18285	40770	110143	118751	51369	81317	64476	30776	142368	658255	2021-08-07 08:00:00
18285	40790	110220	118837	51442	81380	64535	30811	142512	658812	2021-08-08 08:00:00
18291	40814	110275	118906	51470	81418	64588	30835	142618	659215	2021-08-09 08:00:00
18302	40862	110364	119008	51530	81455	64664	30874	142794	659853	2021-08-10 08:00:00
18319	40914	110458	119194	51602	81546	64752	30919	143042	660746	2021-08-11 08:00:00
18342	40947	110553	119356	51670	81637	64843	30958	143293	661599	2021-08-12 08:00:00
18356	40989	110693	119532	51766	81743	64930	31012	143537	662558	2021-08-13 08:00:00
18375	41022	110846	119691	51832	81868	65007	31063	143792	663496	2021-08-14 08:00:00
18383	41063	110965	119846	51893	81979	65085	31101	144086	664401	2021-08-15 08:00:00
18403	41099	111028	119964	51949	82068	65156	31131	144302	665100	2021-08-16 08:00:00
18427	41132	111240	120115	52048	82166	65223	31191	144552	666094	2021-08-17 08:00:00
18462	41187	111426	120355	52130	82300	65337	31262	144954	667413	2021-08-18 08:00:00
18479	41231	111554	120652	52224	82412	65387	31310	145210	668459	2021-08-19 08:00:00
18504	41285	111808	120943	52274	82626	65496	31384	145508	669828	2021-08-20 08:00:00
18532	41322	111895	121267	52380	82761	65581	31449	145945	671132	2021-08-21 08:00:00
18551	41370	112135	121412	52433	82867	65673	31513	146249	672203	2021-08-22 08:00:00
18564	41415	112247	121644	52463	83002	65766	31562	146608	673271	2021-08-23 08:00:00
18570	41452	112460	121832	52553	83097	65872	31628	146862	674326	2021-08-24 08:00:00
18611	41511	112687	122206	52736	83281	65985	31695	147337	676049	2021-08-25 08:00:00
18639	41546	112884	122542	52840	83447	66055	31746	147884	677583	2021-08-26 08:00:00
18671	41600	113008	122878	52944	83610	66146	31818	148324	678999	2021-08-27 08:00:00
18702	41654	113285	123177	53043	83738	66252	31880	148666	680397	2021-08-28 08:00:00
18723	41709	113462	123449	53127	83887	66334	31934	148956	681581	2021-08-29 08:00:00
18759	41749	113600	123685	53218	83968	66418	31972	149382	682751	2021-08-30 08:00:00
18782	41791	113828	123966	53365	84094	66523	32029	149680	684058	2021-08-31 08:00:00
18819	41872	114121	124325	53481	84258	66663	32120	150433	686092	2021-09-01 08:00:00
18855	41911	114358	124541	53568	84431	66745	32209	150856	687474	2021-09-02 08:00:00
18896	42013	114588	124941	53757	84574	66882	32284	151359	689294	2021-09-03 08:00:00
18952	42097	114859	125442	53895	84751	67040	32333	151712	691081	2021-09-04 08:00:00
18983	42156	115085	125739	54050	84937	67110	32397	152380	692837	2021-09-05 08:00:00
19046	42247	115305	126077	54120	85037	67206	32439	152732	694209	2021-09-06 08:00:00
19082	42292	115396	126424	54225	85168	67261	32482	153081	695411	2021-09-07 08:00:00
19148	42383	115986	126923	54446	85400	67387	32583	153714	697970	2021-09-08 08:00:00
19190	42450	116429	127349	54602	85611	67518	32678	154456	700283	2021-09-09 08:00:00
19244	42530	116829	127822	54739	85810	67676	32733	155392	702775	2021-09-10 08:00:00
19285	42610	117256	128301	54977	86052	67806	32830	156020	705137	2021-09-11 08:00:00
19319	42691	117608	128697	55044	86241	67924	32901	156449	706874	2021-09-12 08:00:00
19332	42762	117780	128966	55154	86373	67996	32971	156850	708184	2021-09-13 08:00:00
19389	42850	118237	129306	55289	86547	68143	33084	157348	710193	2021-09-14 08:00:00
19448	42959	118526	129825	55430	86788	68287	33175	158202	712640	2021-09-15 08:00:00
19491	43080	119027	130255	55625	87011	68373	33258	158856	714976	2021-09-16 08:00:00
19528	43162	119411	130853	55771	87243	68458	33338	159575	717339	2021-09-17 08:00:00
19578	43271	119767	131324	55901	87491	68532	33411	159978	719253	2021-09-18 08:00:00
19596	43332	120041	131611	56004	87689	68591	33449	160593	720906	2021-09-19 08:00:00
19626	43369	120264	131854	56064	87823	68666	33500	161011	722177	2021-09-20 08:00:00
19664	43434	120554	132147	56149	87925	68791	33554	161406	723624	2021-09-21 08:00:00
19695	43536	120813	132673	56313	88090	68896	33612	161965	725593	2021-09-22 08:00:00
19716	43630	121094	133047	56446	88311	69016	33664	162392	727316	2021-09-23 08:00:00
19741	43717	121457	133460	56551	88471	69098	33730	162836	729061	2021-09-24 08:00:00
19770	43821	121809	133982	56663	88670	69233	33798	163247	730993	2021-09-25 08:00:00
19786	43914	122037	134342	56747	88875	69312	33819	163775	732607	2021-09-26 08:00:00
19811	44010	122274	134635	56815	88989	69382	33858	164041	733815	2021-09-27 08:00:00
19835	44122	122484	134980	56982	89152	69553	33923	164532	735563	2021-09-28 08:00:00
19889	44272	122790	135549	57140	89476	69648	33983	164932	737679	2021-09-29 08:00:00
19918	44409	123170	136001	57296	89712	69794	34036	165471	739807	2021-09-30 08:00:00
19949	44564	123436	136454	57439	89920	69881	34109	165894	741646	2021-10-01 08:00:00
19999	44641	123653	136938	57577	90215	69977	34160	166230	743390	2021-10-02 08:00:00
20003	44748	124044	137356	57636	90493	70074	34178	166571	745103	2021-10-03 08:00:00
20046	44826	124189	137676	57751	90674	70114	34223	166869	746368	2021-10-04 08:00:00
20066	44879	124295	138035	57848	90820	70205	34258	167320	747726	2021-10-05 08:00:00
20128	45055	124699	138641	58025	91327	70436	34311	167916	750538	2021-10-06 08:00:00
20172	45177	125131	139055	58201	91584	70537	34354	168342	752553	2021-10-07 08:00:00
20233	45292	125457	139471	58333	91883	70619	34378	168739	754405	2021-10-08 08:00:00
20282	45409	125676	139957	58556	92141	70705	34415	168992	756133	2021-10-09 08:00:00
20298	45494	126051	140317	58676	92421	70800	34441	169300	757798	2021-10-10 08:00:00
20341	45569	126284	140602	58788	92558	70889	34480	169575	759086	2021-10-11 08:00:00
20381	45673	126671	140999	58962	92732	70963	34512	169927	760820	2021-10-12 08:00:00
20447	45788	126955	141719	59185	93166	71118	34556	170324	763258	2021-10-13 08:00:00
20467	45925	127445	142239	59358	93453	71230	34594	170631	765342	2021-10-14 08:00:00
20514	46048	128082	142860	59566	93740	71435	34662	171165	768072	2021-10-15 08:00:00
20555	46169	128474	143601	59797	94123	71623	34702	171459	770503	2021-10-16 08:00:00
20578	46275	129009	144018	59939	94460	71751	34754	171822	772606	2021-10-17 08:00:00
20624	46357	129247	144432	60084	94678	71899	34812	172157	774290	2021-10-18 08:00:00
20680	46476	130109	145019	60369	94958	72150	34874	172705	777340	2021-10-19 08:00:00
20750	46733	130506	146196	60735	95496	72388	34983	173284	781071	2021-10-20 08:00:00
20816	46976	131516	146937	61123	95946	72661	35086	173912	784973	2021-10-21 08:00:00
20902	47343	132236	147736	61504	96466	72927	35186	174339	788639	2021-10-22 08:00:00
20961	47379	132925	148895	61843	96915	73280	35294	174899	792391	2021-10-23 08:00:00
21028	47662	133403	149416	62102	97392	73463	35443	175143	795052	2021-10-24 08:00:00
21091	47789	134324	150202	62336	97840	73717	35542	175718	798559	2021-10-25 08:00:00
21163	48261	134732	151023	62780	98295	73974	35679	176261	802168	2021-10-26 08:00:00
21280	48355	135652	152091	63194	98768	74343	35928	176709	806320	2021-10-27 08:00:00
21375	48805	136585	153360	63588	99264	74755	36087	177323	811142	2021-10-28 08:00:00
21507	49279	138153	154829	64147	99954	75070	36399	178120	817458	2021-10-29 08:00:00
21636	49643	139217	156721	64542	100709	75630	36635	178854	823587	2021-10-30 08:00:00
21722	49896	140449	158281	65226	101410	76015	36945	179490	829434	2021-10-31 08:00:00
21839	49938	141370	159088	65638	102048	76346	37112	180108	833487	2021-11-01 08:00:00
21974	50294	142276	160376	66158	102619	76792	37334	180741	838564	2021-11-02 08:00:00
22191	50997	144012	162045	66674	103467	77381	37601	181929	846297	2021-11-03 08:00:00
22457	51187	145179	164362	67502	104607	78080	37952	183337	854663	2021-11-04 08:00:00
22722	52185	147028	166823	68448	105654	78706	38365	184549	864480	2021-11-05 08:00:00
22921	52819	148823	169614	69492	106864	79399	38763	185712	874407	2021-11-06 08:00:00
23123	53144	150812	171825	70340	107272	80044	39115	186888	882563	2021-11-07 08:00:00
23396	53383	152323	174031	71137	108670	80528	39358	187608	890434	2021-11-08 08:00:00
23421	54401	154089	176172	71389	109466	81249	39640	188875	898702	2021-11-09 08:00:00
23884	54723	156135	179596	72376	110743	82296	40191	190334	910278	2021-11-10 08:00:00
24168	55592	158489	181892	73918	112177	82939	40630	191156	920961	2021-11-11 08:00:00
24478	56480	160680	184573	75313	112727	83900	41194	192656	932001	2021-11-12 08:00:00
24907	57830	163143	188558	77066	114482	85657	41811	194594	948048	2021-11-13 08:00:00
24907	57830	163143	188558	77066	114482	85657	41811	194594	959652	2021-11-14 08:00:00
25228	58573	167275	195511	79663	116759	87483	42884	197083	970459	2021-11-15 08:00:00
25387	59641	169464	198070	80508	117759	89168	43487	198627	982111	2021-11-16 08:00:00
25816	60301	171410	202016	81739	119547	89846	44399	199921	994995	2021-11-17 08:00:00
26445	61772	174288	206011	83998	120562	91634	45239	202484	1012433	2021-11-18 08:00:00
26757	63371	175429	209388	85332	121921	92857	45935	204602	1025592	2021-11-19 08:00:00
27030	64700	177691	212914	86966	123133	94415	46657	206548	1040054	2021-11-20 08:00:00
27281	66116	180940	216973	88182	125002	96549	47566	208664	1057273	2021-11-21 08:00:00
27484	66530	183875	220258	89212	126316	97803	48163	210015	1069656	2021-11-22 08:00:00
27859	67807	186066	222775	90329	127617	99351	48888	211196	1081888	2021-11-23 08:00:00
28183	68549	187871	227264	91652	129134	100803	49741	212751	1095948	2021-11-24 08:00:00
28361	70210	190427	229979	93098	131027	102265	50565	214172	1110104	2021-11-25 08:00:00
28664	71242	192019	232625	94299	132142	104051	51350	215493	1121885	2021-11-26 08:00:00
28883	72584	193852	234919	95294	134000	105323	52125	216755	1133735	2021-11-27 08:00:00
29083	73791	195773	237182	96173	134984	106119	52757	217627	1143489	2021-11-28 08:00:00
29240	74525	196753	238764	96884	136216	106990	53380	218361	1151113	2021-11-29 08:00:00
29406	75372	198013	240518	97433	137535	108084	53852	219582	1159795	2021-11-30 08:00:00
29648	76414	199855	242712	98340	139133	109048	54728	221012	1170890	2021-12-01 08:00:00
29813	77324	201573	244207	99025	140551	109926	55415	221924	1179758	2021-12-02 08:00:00
29981	77835	201770	245598	99284	140967	110690	55920	222534	1184579	2021-12-03 08:00:00
30134	78233	203776	246822	99824	142297	111492	56456	223307	1192341	2021-12-04 08:00:00
30272	78763	204713	247672	100170	143128	111981	56813	224012	1197524	2021-12-05 08:00:00
30351	79013	205216	248133	100522	143560	112329	57091	224136	1200351	2021-12-06 08:00:00
30771	79448	206201	249221	100933	144341	112981	57682	225352	1206930	2021-12-07 08:00:00
30706	80004	207095	250177	101287	145260	113533	58244	226188	1212494	2021-12-08 08:00:00
30639	80387	207665	250823	101613	145697	113954	58551	226606	1215935	2021-12-09 08:00:00
30718	80423	208072	251021	101731	146118	114207	58795	226712	1217797	2021-12-10 08:00:00
30852	80926	209178	252384	102086	146896	114756	59201	227591	1223870	2021-12-11 08:00:00
30909	81217	209858	252967	102355	147328	115086	59453	228169	1227342	2021-12-12 08:00:00
30920	81382	210488	253736	102382	147641	115365	59770	228542	1230226	2021-12-13 08:00:00
30988	81585	211443	254328	102585	148185	115675	60015	229223	1234027	2021-12-14 08:00:00
31053	81816	211689	254976	102694	148640	116098	60348	229857	1237171	2021-12-15 08:00:00
31109	82041	211869	255500	102856	148865	116540	60593	230284	1239657	2021-12-16 08:00:00
31162	82170	212287	255926	102995	149150	116901	60806	230792	1242189	2021-12-17 08:00:00
31234	82331	212761	256279	103016	149466	117184	61025	231127	1244423	2021-12-18 08:00:00
31247	82468	213179	256571	103115	149699	117529	61183	231575	1246566	2021-12-19 08:00:00
31296	82576	213529	256787	103219	149951	117795	61356	231785	1248294	2021-12-20 08:00:00
31379	82709	213756	257009	103855	150218	118043	61529	232321	1250819	2021-12-21 08:00:00
31454	82868	214337	257390	103700	150526	118416	61715	232877	1253283	2021-12-22 08:00:00
31513	83082	214537	257666	103673	150809	118718	61900	233375	1255273	2021-12-23 08:00:00
31570	83199	214961	257979	103773	151036	119012	62021	233994	1257545	2021-12-24 08:00:00
31619	83294	215427	258265	103923	151256	119262	62132	234459	1259637	2021-12-25 08:00:00
31645	83365	215761	258426	104019	151406	119477	62239	234892	1261230	2021-12-26 08:00:00
31669	83498	216210	258633	104140	151643	119730	62359	235426	1263308	2021-12-27 08:00:00
31763	83640	216358	259014	104278	151931	120150	62530	236247	1265911	2021-12-28 08:00:00
31848	83872	216895	259372	104458	152247	120633	62693	237072	1269090	2021-12-29 08:00:00
31901	84039	217306	259825	104691	152567	121087	62833	238064	1272313	2021-12-30 08:00:00
31979	84201	217868	260293	105056	152845	121710	63015	239064	1276031	2021-12-31 08:00:00
32051	84331	218325	260696	105562	153113	122188	63171	239946	1279383	2022-01-01 08:00:00
32102	84401	218860	261045	105999	153353	122901	63339	240880	1282880	2022-01-02 08:00:00
32185	84529	219468	261475	106324	153602	123681	63524	241881	1286669	2022-01-03 08:00:00
32320	84688	220293	262161	106877	154081	124815	63812	244421	1293468	2022-01-04 08:00:00
32474	85131	221535	263408	108756	154834	126346	64170	247539	1304193	2022-01-05 08:00:00
32610	85556	222769	264393	109853	155577	127656	64551	249934	1312899	2022-01-06 08:00:00
32727	85917	223920	265559	111276	156074	129035	64785	251903	1321196	2022-01-07 08:00:00
32859	86235	224893	266607	111984	156840	130210	65105	254088	1328821	2022-01-08 08:00:00
33043	86671	226381	267754	113365	157601	132018	65643	257025	1339501	2022-01-09 08:00:00
33145	87028	227658	269327	114639	158152	133631	66070	260693	1350343	2022-01-10 08:00:00
33387	87524	229503	270607	115620	159073	135500	66649	264116	1361979	2022-01-11 08:00:00
33715	88293	231867	272986	118166	160739	137386	67256	269998	1380406	2022-01-12 08:00:00
34015	88792	234391	275387	119929	162306	139510	67780	274957	1397067	2022-01-13 08:00:00
34383	89481	237004	277431	121969	163663	142313	68503	279593	1414340	2022-01-14 08:00:00
34707	90092	239357	279933	123565	165151	144679	69308	284994	1431786	2022-01-15 08:00:00
35006	90813	241754	282165	125298	166205	146845	69866	288851	1446803	2022-01-16 08:00:00
35221	91404	244408	284768	126865	167290	149075	70675	293600	1463306	2022-01-17 08:00:00
35414	92191	246774	287258	128141	168954	151363	71663	298891	1480649	2022-01-18 08:00:00
36308	93372	250775	291789	130968	171564	155396	72598	308949	1511719	2022-01-19 08:00:00
36883	94538	254234	295837	133315	173839	158600	73999	316066	1537311	2022-01-20 08:00:00
37507	95950	258399	300733	135786	176727	161977	75122	323692	1565893	2022-01-21 08:00:00
38231	97593	262468	305412	138033	179926	165388	76480	330537	1594068	2022-01-22 08:00:00
38871	98876	265745	308352	139938	182373	168350	77470	336672	1616647	2022-01-23 08:00:00
39450	100031	269493	312499	141824	185172	170673	78439	343678	1641259	2022-01-24 08:00:00
40089	101255	273475	316803	143268	187937	174121	80050	349176	1666174	2022-01-25 08:00:00
40971	103868	277617	321501	145880	191833	178622	81958	361297	1703547	2022-01-26 08:00:00
42227	105628	284763	328029	148923	197220	183222	83458	368513	1741983	2022-01-27 08:00:00
43297	107988	290568	334416	151356	202459	186665	85698	379039	1781486	2022-01-28 08:00:00
44269	109829	295607	340120	153749	206735	190182	87467	386256	1814214	2022-01-29 08:00:00
45124	111500	299904	344588	155642	210697	191778	88995	392340	1840568	2022-01-30 08:00:00
45639	112577	304935	349483	157368	213585	196130	90439	399652	1869808	2022-01-31 08:00:00
46507	114016	309018	354051	158746	217427	200451	91861	406931	1899008	2022-02-01 08:00:00
47843	116300	316108	361212	161864	223982	201981	93800	416019	1939109	2022-02-02 08:00:00
49022	118812	322197	367465	164242	230145	206966	95211	423834	1977894	2022-02-03 08:00:00
50024	121215	328715	373774	166487	235728	211188	97138	431198	2015467	2022-02-04 08:00:00
51012	124585	334078	379943	168646	239954	214869	99035	437394	2049516	2022-02-05 08:00:00
52123	126710	338642	384496	170633	244388	217726	100407	443240	2078365	2022-02-06 08:00:00
52479	128787	344262	389585	172419	247756	220196	101635	447842	2104961	2022-02-07 08:00:00
53520	130387	348858	395810	173469	251863	223667	103438	454200	2135212	2022-02-08 08:00:00
54736	133635	354329	403883	176611	257692	226845	105685	461059	2174475	2022-02-09 08:00:00
55442	137117	359198	411130	179035	262853	230137	107775	466444	2209131	2022-02-10 08:00:00
56321	139555	364192	417059	181207	266831	232749	109496	471619	2239029	2022-02-11 08:00:00
57165	141894	369607	422509	182962	272700	235849	111404	476995	2271085	2022-02-12 08:00:00
57633	143340	374837	427302	184372	275971	237767	112960	482353	2296535	2022-02-13 08:00:00
58385	144525	379867	431149	185586	278786	239721	114303	488944	2321266	2022-02-14 08:00:00
59126	145866	384774	435670	186928	282650	242493	115333	496303	2349143	2022-02-15 08:00:00
59870	148399	394199	442883	189076	287611	245470	117020	503536	2388064	2022-02-16 08:00:00
60643	149913	399789	448027	190408	292536	248158	118134	509659	2417267	2022-02-17 08:00:00
61263	151876	405403	453905	192530	296355	250777	119373	514596	2446078	2022-02-18 08:00:00
62023	153214	410404	458484	193658	300674	251601	120757	519814	2470629	2022-02-19 08:00:00
62650	154603	415501	462009	195160	303492	251915	121747	524911	2491988	2022-02-20 08:00:00
63483	155853	419687	465544	196422	305632	257144	122963	528939	2515667	2022-02-21 08:00:00
64270	157720	425007	469757	198284	309105	260484	124373	535666	2544666	2022-02-22 08:00:00
65380	159578	431296	474876	200798	313486	263042	125717	541718	2575891	2022-02-23 08:00:00
66479	161588	437306	479817	202913	317423	265915	127617	547480	2606538	2022-02-24 08:00:00
67513	162932	444169	484862	204693	321194	268104	128913	552479	2634859	2022-02-25 08:00:00
68267	164656	449693	490477	206817	324833	270820	130237	557046	2662846	2022-02-26 08:00:00
68709	165783	455244	494415	207892	327863	272843	131389	561503	2685641	2022-02-27 08:00:00
69473	166641	458988	498062	208859	330272	274828	132496	565512	2705131	2022-02-28 08:00:00
70530	168144	465495	502555	210772	334889	278045	133609	572877	2736916	2022-03-01 08:00:00
71915	170301	473415	509957	213469	340350	280996	135487	579130	2775020	2022-03-02 08:00:00
