GKZ;Anzahl;Anzahl_Inzidenz;Timestamp;;;;Farbe;Rang;Zeile;;;Ränge;1;0;fceed3
416;280;327,466217041016;03.05.20 17:00;;;;"=WENNS(I59=N$5;P$5;I59=N$4;P$4;I59=N$3;P$3;I59 = N$2;P$2;I59=N$1;P$1)";"=WENNS(C59>O$5;N$5;C59>O$4;N$4;C59>O$3;N$3;C59>O$2;N$2;C59>O$1;N$1)";"="".bz""&TEXT(A59;""0"") & "" { fill:#"" &TEXT(H59;""0"") &"";fill-opacity:1 }""";;;;;;
417;105;77,0625228881836;03.05.20 17:00;;;;"=WENNS(I60=N$5;P$5;I60=N$4;P$4;I60=N$3;P$3;I60 = N$2;P$2;I60=N$1;P$1)";"=WENNS(C60>O$5;N$5;C60>O$4;N$4;C60>O$3;N$3;C60>O$2;N$2;C60>O$1;N$1)";"="".bz""&TEXT(A60;""0"") & "" { fill:#"" &TEXT(H60;""0"") &"";fill-opacity:1 }""";;;;;;
418;78;106,711906433105;03.05.20 17:00;;;;"=WENNS(I61=N$5;P$5;I61=N$4;P$4;I61=N$3;P$3;I61 = N$2;P$2;I61=N$1;P$1)";"=WENNS(C61>O$5;N$5;C61>O$4;N$4;C61>O$3;N$3;C61>O$2;N$2;C61>O$1;N$1)";"="".bz""&TEXT(A61;""0"") & "" { fill:#"" &TEXT(H61;""0"") &"";fill-opacity:1 }""";;;;;;
501;142;92,0816268920899;03.05.20 17:00;;;;"=WENNS(I62=N$5;P$5;I62=N$4;P$4;I62=N$3;P$3;I62 = N$2;P$2;I62=N$1;P$1)";"=WENNS(C62>O$5;N$5;C62>O$4;N$4;C62>O$3;N$3;C62>O$2;N$2;C62>O$1;N$1)";"="".bz""&TEXT(A62;""0"") & "" { fill:#"" &TEXT(H62;""0"") &"";fill-opacity:1 }""";;;;;;
502;68;112,63126373291;03.05.20 17:00;;;;"=WENNS(I63=N$5;P$5;I63=N$4;P$4;I63=N$3;P$3;I63 = N$2;P$2;I63=N$1;P$1)";"=WENNS(C63>O$5;N$5;C63>O$4;N$4;C63>O$3;N$3;C63>O$2;N$2;C63>O$1;N$1)";"="".bz""&TEXT(A63;""0"") & "" { fill:#"" &TEXT(H63;""0"") &"";fill-opacity:1 }""";;;;;;
503;197;129,366104125977;03.05.20 17:00;;;;"=WENNS(I64=N$5;P$5;I64=N$4;P$4;I64=N$3;P$3;I64 = N$2;P$2;I64=N$1;P$1)";"=WENNS(C64>O$5;N$5;C64>O$4;N$4;C64>O$3;N$3;C64>O$2;N$2;C64>O$1;N$1)";"="".bz""&TEXT(A64;""0"") & "" { fill:#"" &TEXT(H64;""0"") &"";fill-opacity:1 }""";;;;;;
504;434;538,641967773438;03.05.20 17:00;;;;"=WENNS(I65=N$5;P$5;I65=N$4;P$4;I65=N$3;P$3;I65 = N$2;P$2;I65=N$1;P$1)";"=WENNS(C65>O$5;N$5;C65>O$4;N$4;C65>O$3;N$3;C65>O$2;N$2;C65>O$1;N$1)";"="".bz""&TEXT(A65;""0"") & "" { fill:#"" &TEXT(H65;""0"") &"";fill-opacity:1 }""";;;;;;
505;22;108,267715454102;03.05.20 17:00;;;;"=WENNS(I66=N$5;P$5;I66=N$4;P$4;I66=N$3;P$3;I66 = N$2;P$2;I66=N$1;P$1)";"=WENNS(C66>O$5;N$5;C66>O$4;N$4;C66>O$3;N$3;C66>O$2;N$2;C66>O$1;N$1)";"="".bz""&TEXT(A66;""0"") & "" { fill:#"" &TEXT(H66;""0"") &"";fill-opacity:1 }""";;;;;;
506;356;407,033905029297;03.05.20 17:00;;;;"=WENNS(I67=N$5;P$5;I67=N$4;P$4;I67=N$3;P$3;I67 = N$2;P$2;I67=N$1;P$1)";"=WENNS(C67>O$5;N$5;C67>O$4;N$4;C67>O$3;N$3;C67>O$2;N$2;C67>O$1;N$1)";"="".bz""&TEXT(A67;""0"") & "" { fill:#"" &TEXT(H67;""0"") &"";fill-opacity:1 }""";;;;;;
601;478;165,509033203125;03.05.20 17:00;;;;"=WENNS(I68=N$5;P$5;I68=N$4;P$4;I68=N$3;P$3;I68 = N$2;P$2;I68=N$1;P$1)";"=WENNS(C68>O$5;N$5;C68>O$4;N$4;C68>O$3;N$3;C68>O$2;N$2;C68>O$1;N$1)";"="".bz""&TEXT(A68;""0"") & "" { fill:#"" &TEXT(H68;""0"") &"";fill-opacity:1 }""";;;;;;
603;48;78,9201126098633;03.05.20 17:00;;;;"=WENNS(I69=N$5;P$5;I69=N$4;P$4;I69=N$3;P$3;I69 = N$2;P$2;I69=N$1;P$1)";"=WENNS(C69>O$5;N$5;C69>O$4;N$4;C69>O$3;N$3;C69>O$2;N$2;C69>O$1;N$1)";"="".bz""&TEXT(A69;""0"") & "" { fill:#"" &TEXT(H69;""0"") &"";fill-opacity:1 }""";;;;;;
606;222;143,912872314453;03.05.20 17:00;;;;"=WENNS(I70=N$5;P$5;I70=N$4;P$4;I70=N$3;P$3;I70 = N$2;P$2;I70=N$1;P$1)";"=WENNS(C70>O$5;N$5;C70>O$4;N$4;C70>O$3;N$3;C70>O$2;N$2;C70>O$1;N$1)";"="".bz""&TEXT(A70;""0"") & "" { fill:#"" &TEXT(H70;""0"") &"";fill-opacity:1 }""";;;;;;
610;183;221,861206054687;03.05.20 17:00;;;;"=WENNS(I71=N$5;P$5;I71=N$4;P$4;I71=N$3;P$3;I71 = N$2;P$2;I71=N$1;P$1)";"=WENNS(C71>O$5;N$5;C71>O$4;N$4;C71>O$3;N$3;C71>O$2;N$2;C71>O$1;N$1)";"="".bz""&TEXT(A71;""0"") & "" { fill:#"" &TEXT(H71;""0"") &"";fill-opacity:1 }""";;;;;;
611;23;38,2950401306152;03.05.20 17:00;;;;"=WENNS(I72=N$5;P$5;I72=N$4;P$4;I72=N$3;P$3;I72 = N$2;P$2;I72=N$1;P$1)";"=WENNS(C72>O$5;N$5;C72>O$4;N$4;C72>O$3;N$3;C72>O$2;N$2;C72>O$1;N$1)";"="".bz""&TEXT(A72;""0"") & "" { fill:#"" &TEXT(H72;""0"") &"";fill-opacity:1 }""";;;;;;
612;86;107,633193969727;03.05.20 17:00;;;;"=WENNS(I73=N$5;P$5;I73=N$4;P$4;I73=N$3;P$3;I73 = N$2;P$2;I73=N$1;P$1)";"=WENNS(C73>O$5;N$5;C73>O$4;N$4;C73>O$3;N$3;C73>O$2;N$2;C73>O$1;N$1)";"="".bz""&TEXT(A73;""0"") & "" { fill:#"" &TEXT(H73;""0"") &"";fill-opacity:1 }""";;;;;;
614;7;25,3082180023193;03.05.20 17:00;;;;"=WENNS(I74=N$5;P$5;I74=N$4;P$4;I74=N$3;P$3;I74 = N$2;P$2;I74=N$1;P$1)";"=WENNS(C74>O$5;N$5;C74>O$4;N$4;C74>O$3;N$3;C74>O$2;N$2;C74>O$1;N$1)";"="".bz""&TEXT(A74;""0"") & "" { fill:#"" &TEXT(H74;""0"") &"";fill-opacity:1 }""";;;;;;
616;104;203,279846191406;03.05.20 17:00;;;;"=WENNS(I75=N$5;P$5;I75=N$4;P$4;I75=N$3;P$3;I75 = N$2;P$2;I75=N$1;P$1)";"=WENNS(C75>O$5;N$5;C75>O$4;N$4;C75>O$3;N$3;C75>O$2;N$2;C75>O$1;N$1)";"="".bz""&TEXT(A75;""0"") & "" { fill:#"" &TEXT(H75;""0"") &"";fill-opacity:1 }""";;;;;;
617;163;180,423492431641;03.05.20 17:00;;;;"=WENNS(I76=N$5;P$5;I76=N$4;P$4;I76=N$3;P$3;I76 = N$2;P$2;I76=N$1;P$1)";"=WENNS(C76>O$5;N$5;C76>O$4;N$4;C76>O$3;N$3;C76>O$2;N$2;C76>O$1;N$1)";"="".bz""&TEXT(A76;""0"") & "" { fill:#"" &TEXT(H76;""0"") &"";fill-opacity:1 }""";;;;;;
620;31;43,053165435791;03.05.20 17:00;;;;"=WENNS(I77=N$5;P$5;I77=N$4;P$4;I77=N$3;P$3;I77 = N$2;P$2;I77=N$1;P$1)";"=WENNS(C77>O$5;N$5;C77>O$4;N$4;C77>O$3;N$3;C77>O$2;N$2;C77>O$1;N$1)";"="".bz""&TEXT(A77;""0"") & "" { fill:#"" &TEXT(H77;""0"") &"";fill-opacity:1 }""";;;;;;
621;52;52,5337409973145;03.05.20 17:00;;;;"=WENNS(I78=N$5;P$5;I78=N$4;P$4;I78=N$3;P$3;I78 = N$2;P$2;I78=N$1;P$1)";"=WENNS(C78>O$5;N$5;C78>O$4;N$4;C78>O$3;N$3;C78>O$2;N$2;C78>O$1;N$1)";"="".bz""&TEXT(A78;""0"") & "" { fill:#"" &TEXT(H78;""0"") &"";fill-opacity:1 }""";;;;;;
622;312;344,287261962891;03.05.20 17:00;;;;"=WENNS(I79=N$5;P$5;I79=N$4;P$4;I79=N$3;P$3;I79 = N$2;P$2;I79=N$1;P$1)";"=WENNS(C79>O$5;N$5;C79>O$4;N$4;C79>O$3;N$3;C79>O$2;N$2;C79>O$1;N$1)";"="".bz""&TEXT(A79;""0"") & "" { fill:#"" &TEXT(H79;""0"") &"";fill-opacity:1 }""";;;;;;
623;58;67,4834518432617;03.05.20 17:00;;;;"=WENNS(I80=N$5;P$5;I80=N$4;P$4;I80=N$3;P$3;I80 = N$2;P$2;I80=N$1;P$1)";"=WENNS(C80>O$5;N$5;C80>O$4;N$4;C80>O$3;N$3;C80>O$2;N$2;C80>O$1;N$1)";"="".bz""&TEXT(A80;""0"") & "" { fill:#"" &TEXT(H80;""0"") &"";fill-opacity:1 }""";;;;;;
701;411;311,104370117187;03.05.20 17:00;;;;"=WENNS(I81=N$5;P$5;I81=N$4;P$4;I81=N$3;P$3;I81 = N$2;P$2;I81=N$1;P$1)";"=WENNS(C81>O$5;N$5;C81>O$4;N$4;C81>O$3;N$3;C81>O$2;N$2;C81>O$1;N$1)";"="".bz""&TEXT(A81;""0"") & "" { fill:#"" &TEXT(H81;""0"") &"";fill-opacity:1 }""";;;;;;
702;289;481,217529296875;03.05.20 17:00;;;;"=WENNS(I82=N$5;P$5;I82=N$4;P$4;I82=N$3;P$3;I82 = N$2;P$2;I82=N$1;P$1)";"=WENNS(C82>O$5;N$5;C82>O$4;N$4;C82>O$3;N$3;C82>O$2;N$2;C82>O$1;N$1)";"="".bz""&TEXT(A82;""0"") & "" { fill:#"" &TEXT(H82;""0"") &"";fill-opacity:1 }""";;;;;;
703;387;215,81770324707;03.05.20 17:00;;;;"=WENNS(I83=N$5;P$5;I83=N$4;P$4;I83=N$3;P$3;I83 = N$2;P$2;I83=N$1;P$1)";"=WENNS(C83>O$5;N$5;C83>O$4;N$4;C83>O$3;N$3;C83>O$2;N$2;C83>O$1;N$1)";"="".bz""&TEXT(A83;""0"") & "" { fill:#"" &TEXT(H83;""0"") &"";fill-opacity:1 }""";;;;;;
704;366;572,940307617187;03.05.20 17:00;;;;"=WENNS(I84=N$5;P$5;I84=N$4;P$4;I84=N$3;P$3;I84 = N$2;P$2;I84=N$1;P$1)";"=WENNS(C84>O$5;N$5;C84>O$4;N$4;C84>O$3;N$3;C84>O$2;N$2;C84>O$1;N$1)";"="".bz""&TEXT(A84;""0"") & "" { fill:#"" &TEXT(H84;""0"") &"";fill-opacity:1 }""";;;;;;
705;514;468,627471923828;03.05.20 17:00;;;;"=WENNS(I85=N$5;P$5;I85=N$4;P$4;I85=N$3;P$3;I85 = N$2;P$2;I85=N$1;P$1)";"=WENNS(C85>O$5;N$5;C85>O$4;N$4;C85>O$3;N$3;C85>O$2;N$2;C85>O$1;N$1)";"="".bz""&TEXT(A85;""0"") & "" { fill:#"" &TEXT(H85;""0"") &"";fill-opacity:1 }""";;;;;;
706;990;2231,6396484375;03.05.20 17:00;;;;"=WENNS(I86=N$5;P$5;I86=N$4;P$4;I86=N$3;P$3;I86 = N$2;P$2;I86=N$1;P$1)";"=WENNS(C86>O$5;N$5;C86>O$4;N$4;C86>O$3;N$3;C86>O$2;N$2;C86>O$1;N$1)";"="".bz""&TEXT(A86;""0"") & "" { fill:#"" &TEXT(H86;""0"") &"";fill-opacity:1 }""";;;;;;
707;150;307,673370361328;03.05.20 17:00;;;;"=WENNS(I87=N$5;P$5;I87=N$4;P$4;I87=N$3;P$3;I87 = N$2;P$2;I87=N$1;P$1)";"=WENNS(C87>O$5;N$5;C87>O$4;N$4;C87>O$3;N$3;C87>O$2;N$2;C87>O$1;N$1)";"="".bz""&TEXT(A87;""0"") & "" { fill:#"" &TEXT(H87;""0"") &"";fill-opacity:1 }""";;;;;;
708;56;171,411087036133;03.05.20 17:00;;;;"=WENNS(I88=N$5;P$5;I88=N$4;P$4;I88=N$3;P$3;I88 = N$2;P$2;I88=N$1;P$1)";"=WENNS(C88>O$5;N$5;C88>O$4;N$4;C88>O$3;N$3;C88>O$2;N$2;C88>O$1;N$1)";"="".bz""&TEXT(A88;""0"") & "" { fill:#"" &TEXT(H88;""0"") &"";fill-opacity:1 }""";;;;;;
709;344;410,143920898438;03.05.20 17:00;;;;"=WENNS(I89=N$5;P$5;I89=N$4;P$4;I89=N$3;P$3;I89 = N$2;P$2;I89=N$1;P$1)";"=WENNS(C89>O$5;N$5;C89>O$4;N$4;C89>O$3;N$3;C89>O$2;N$2;C89>O$1;N$1)";"="".bz""&TEXT(A89;""0"") & "" { fill:#"" &TEXT(H89;""0"") &"";fill-opacity:1 }""";;;;;;
801;251;393,947967529297;03.05.20 17:00;;;;"=WENNS(I90=N$5;P$5;I90=N$4;P$4;I90=N$3;P$3;I90 = N$2;P$2;I90=N$1;P$1)";"=WENNS(C90>O$5;N$5;C90>O$4;N$4;C90>O$3;N$3;C90>O$2;N$2;C90>O$1;N$1)";"="".bz""&TEXT(A90;""0"") & "" { fill:#"" &TEXT(H90;""0"") &"";fill-opacity:1 }""";;;;;;
802;260;193,476852416992;03.05.20 17:00;;;;"=WENNS(I91=N$5;P$5;I91=N$4;P$4;I91=N$3;P$3;I91 = N$2;P$2;I91=N$1;P$1)";"=WENNS(C91>O$5;N$5;C91>O$4;N$4;C91>O$3;N$3;C91>O$2;N$2;C91>O$1;N$1)";"="".bz""&TEXT(A91;""0"") & "" { fill:#"" &TEXT(H91;""0"") &"";fill-opacity:1 }""";;;;;;
803;151;169,58479309082;03.05.20 17:00;;;;"=WENNS(I92=N$5;P$5;I92=N$4;P$4;I92=N$3;P$3;I92 = N$2;P$2;I92=N$1;P$1)";"=WENNS(C92>O$5;N$5;C92>O$4;N$4;C92>O$3;N$3;C92>O$2;N$2;C92>O$1;N$1)";"="".bz""&TEXT(A92;""0"") & "" { fill:#"" &TEXT(H92;""0"") &"";fill-opacity:1 }""";;;;;;
804;211;196,903671264648;03.05.20 17:00;;;;"=WENNS(I93=N$5;P$5;I93=N$4;P$4;I93=N$3;P$3;I93 = N$2;P$2;I93=N$1;P$1)";"=WENNS(C93>O$5;N$5;C93>O$4;N$4;C93>O$3;N$3;C93>O$2;N$2;C93>O$1;N$1)";"="".bz""&TEXT(A93;""0"") & "" { fill:#"" &TEXT(H93;""0"") &"";fill-opacity:1 }""";;;;;;
900;2540;133,860977172852;03.05.20 17:00;;;;"=WENNS(I94=N$5;P$5;I94=N$4;P$4;I94=N$3;P$3;I94 = N$2;P$2;I94=N$1;P$1)";"=WENNS(C94>O$5;N$5;C94>O$4;N$4;C94>O$3;N$3;C94>O$2;N$2;C94>O$1;N$1)";"="".bz""&TEXT(A94;""0"") & "" { fill:#"" &TEXT(H94;""0"") &"";fill-opacity:1 }""";;;;;;
;;;;;;;"=WENNS(I95=N$5;P$5;I95=N$4;P$4;I95=N$3;P$3;I95 = N$2;P$2;I95=N$1;P$1)";"=WENNS(C95>O$5;N$5;C95>O$4;N$4;C95>O$3;N$3;C95>O$2;N$2;C95>O$1;N$1)";"="".bz""&TEXT(A95;""0"") & "" { fill:#"" &TEXT(H95;""0"") &"";fill-opacity:1 }""";;;;;;
