GKZ;Anzahl;Anzahl_Inzidenz;Timestamp;GKZ;Anzahl;Anzahl_Inzidenz;Timestamp;;;Differenz absolut;Differenz Inzidenz;;;Farbe;Rang;Zeile;;;Zeile effektiv;;;Maximum;=MAX(L2:L94);;Ränge;1;0;fceed3
403;57;92,3420867919922;19.04.20 19:00;403;58;93,9621200561524;03.05.20 17:00;;;=F46-B46;=G46-C46;;;"=WENNS(P46=AA$5;AC$5;P46=AA$4;AC$4;P46=AA$3;AC$3;P46 = AA$2;AC$2;P46=AA$1;AC$1)";"=WENNS(L46>AB$5;AA$5;L46>AB$4;AA$4;L46>AB$3;AA$3;L46>AB$2;AA$2;L46>AB$1;AA$1)";"="".bz""&TEXT(E46;""0"") & "" { fill:#"" &TEXT(O46;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q46;"""")";;;;;;;;;
404;121;115,891502380371;19.04.20 19:00;404;128;122,595970153809;03.05.20 17:00;;;=F47-B47;=G47-C47;;;"=WENNS(P47=AA$5;AC$5;P47=AA$4;AC$4;P47=AA$3;AC$3;P47 = AA$2;AC$2;P47=AA$1;AC$1)";"=WENNS(L47>AB$5;AA$5;L47>AB$4;AA$4;L47>AB$3;AA$3;L47>AB$2;AA$2;L47>AB$1;AA$1)";"="".bz""&TEXT(E47;""0"") & "" { fill:#"" &TEXT(O47;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q47;"""")";;;;;;;;;
405;52;156,834365844727;19.04.20 19:00;405;53;159,850402832031;03.05.20 17:00;;;=F48-B48;=G48-C48;;;"=WENNS(P48=AA$5;AC$5;P48=AA$4;AC$4;P48=AA$3;AC$3;P48 = AA$2;AC$2;P48=AA$1;AC$1)";"=WENNS(L48>AB$5;AA$5;L48>AB$4;AA$4;L48>AB$3;AA$3;L48>AB$2;AA$2;L48>AB$1;AA$1)";"="".bz""&TEXT(E48;""0"") & "" { fill:#"" &TEXT(O48;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q48;"""")";;;;;;;;;
406;112;168,115158081055;19.04.20 19:00;406;118;177,121322631836;03.05.20 17:00;;;=F49-B49;=G49-C49;;;"=WENNS(P49=AA$5;AC$5;P49=AA$4;AC$4;P49=AA$3;AC$3;P49 = AA$2;AC$2;P49=AA$1;AC$1)";"=WENNS(L49>AB$5;AA$5;L49>AB$4;AA$4;L49>AB$3;AA$3;L49>AB$2;AA$2;L49>AB$1;AA$1)";"="".bz""&TEXT(E49;""0"") & "" { fill:#"" &TEXT(O49;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q49;"""")";;;;;;;;;
407;65;63,9568634033203;19.04.20 19:00;407;72;70,8445281982422;03.05.20 17:00;;;=F50-B50;=G50-C50;;;"=WENNS(P50=AA$5;AC$5;P50=AA$4;AC$4;P50=AA$3;AC$3;P50 = AA$2;AC$2;P50=AA$1;AC$1)";"=WENNS(L50>AB$5;AA$5;L50>AB$4;AA$4;L50>AB$3;AA$3;L50>AB$2;AA$2;L50>AB$1;AA$1)";"="".bz""&TEXT(E50;""0"") & "" { fill:#"" &TEXT(O50;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q50;"""")";;;;;;;;;
408;75;115,882019042969;19.04.20 19:00;408;74;114,336921691895;03.05.20 17:00;;;=F51-B51;=G51-C51;;;"=WENNS(P51=AA$5;AC$5;P51=AA$4;AC$4;P51=AA$3;AC$3;P51 = AA$2;AC$2;P51=AA$1;AC$1)";"=WENNS(L51>AB$5;AA$5;L51>AB$4;AA$4;L51>AB$3;AA$3;L51>AB$2;AA$2;L51>AB$1;AA$1)";"="".bz""&TEXT(E51;""0"") & "" { fill:#"" &TEXT(O51;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q51;"""")";;;;;;;;;
409;40;70,3407974243164;19.04.20 19:00;409;42;73,8578414916992;03.05.20 17:00;;;=F52-B52;=G52-C52;;;"=WENNS(P52=AA$5;AC$5;P52=AA$4;AC$4;P52=AA$3;AC$3;P52 = AA$2;AC$2;P52=AA$1;AC$1)";"=WENNS(L52>AB$5;AA$5;L52>AB$4;AA$4;L52>AB$3;AA$3;L52>AB$2;AA$2;L52>AB$1;AA$1)";"="".bz""&TEXT(E52;""0"") & "" { fill:#"" &TEXT(O52;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q52;"""")";;;;;;;;;
410;198;131,760192871094;19.04.20 19:00;410;203;135,087478637695;03.05.20 17:00;;;=F53-B53;=G53-C53;;;"=WENNS(P53=AA$5;AC$5;P53=AA$4;AC$4;P53=AA$3;AC$3;P53 = AA$2;AC$2;P53=AA$1;AC$1)";"=WENNS(L53>AB$5;AA$5;L53>AB$4;AA$4;L53>AB$3;AA$3;L53>AB$2;AA$2;L53>AB$1;AA$1)";"="".bz""&TEXT(E53;""0"") & "" { fill:#"" &TEXT(O53;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q53;"""")";;;;;;;;;
411;250;365,182067871094;19.04.20 19:00;411;251;366,642822265625;03.05.20 17:00;;;=F54-B54;=G54-C54;;;"=WENNS(P54=AA$5;AC$5;P54=AA$4;AC$4;P54=AA$3;AC$3;P54 = AA$2;AC$2;P54=AA$1;AC$1)";"=WENNS(L54>AB$5;AA$5;L54>AB$4;AA$4;L54>AB$3;AA$3;L54>AB$2;AA$2;L54>AB$1;AA$1)";"="".bz""&TEXT(E54;""0"") & "" { fill:#"" &TEXT(O54;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q54;"""")";;;;;;;;;
412;43;70,2568435668945;19.04.20 19:00;412;43;70,2568435668945;03.05.20 17:00;;;=F55-B55;=G55-C55;;;"=WENNS(P55=AA$5;AC$5;P55=AA$4;AC$4;P55=AA$3;AC$3;P55 = AA$2;AC$2;P55=AA$1;AC$1)";"=WENNS(L55>AB$5;AA$5;L55>AB$4;AA$4;L55>AB$3;AA$3;L55>AB$2;AA$2;L55>AB$1;AA$1)";"="".bz""&TEXT(E55;""0"") & "" { fill:#"" &TEXT(O55;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q55;"""")";;;;;;;;;
413;144;254,759033203125;19.04.20 19:00;413;150;265,373992919922;03.05.20 17:00;;;=F56-B56;=G56-C56;;;"=WENNS(P56=AA$5;AC$5;P56=AA$4;AC$4;P56=AA$3;AC$3;P56 = AA$2;AC$2;P56=AA$1;AC$1)";"=WENNS(L56>AB$5;AA$5;L56>AB$4;AA$4;L56>AB$3;AA$3;L56>AB$2;AA$2;L56>AB$1;AA$1)";"="".bz""&TEXT(E56;""0"") & "" { fill:#"" &TEXT(O56;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q56;"""")";;;;;;;;;
414;54;94,2293243408203;19.04.20 19:00;414;56;97,7192993164062;03.05.20 17:00;;;=F57-B57;=G57-C57;;;"=WENNS(P57=AA$5;AC$5;P57=AA$4;AC$4;P57=AA$3;AC$3;P57 = AA$2;AC$2;P57=AA$1;AC$1)";"=WENNS(L57>AB$5;AA$5;L57>AB$4;AA$4;L57>AB$3;AA$3;L57>AB$2;AA$2;L57>AB$1;AA$1)";"="".bz""&TEXT(E57;""0"") & "" { fill:#"" &TEXT(O57;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q57;"""")";;;;;;;;;
415;175;289,605651855469;19.04.20 19:00;415;181;299,534973144531;03.05.20 17:00;;;=F58-B58;=G58-C58;;;"=WENNS(P58=AA$5;AC$5;P58=AA$4;AC$4;P58=AA$3;AC$3;P58 = AA$2;AC$2;P58=AA$1;AC$1)";"=WENNS(L58>AB$5;AA$5;L58>AB$4;AA$4;L58>AB$3;AA$3;L58>AB$2;AA$2;L58>AB$1;AA$1)";"="".bz""&TEXT(E58;""0"") & "" { fill:#"" &TEXT(O58;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q58;"""")";;;;;;;;;
416;279;326,296722412109;19.04.20 19:00;416;280;327,466217041016;03.05.20 17:00;;;=F59-B59;=G59-C59;;;"=WENNS(P59=AA$5;AC$5;P59=AA$4;AC$4;P59=AA$3;AC$3;P59 = AA$2;AC$2;P59=AA$1;AC$1)";"=WENNS(L59>AB$5;AA$5;L59>AB$4;AA$4;L59>AB$3;AA$3;L59>AB$2;AA$2;L59>AB$1;AA$1)";"="".bz""&TEXT(E59;""0"") & "" { fill:#"" &TEXT(O59;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q59;"""")";;;;;;;;;
417;105;77,0625228881836;19.04.20 19:00;417;105;77,0625228881836;03.05.20 17:00;;;=F60-B60;=G60-C60;;;"=WENNS(P60=AA$5;AC$5;P60=AA$4;AC$4;P60=AA$3;AC$3;P60 = AA$2;AC$2;P60=AA$1;AC$1)";"=WENNS(L60>AB$5;AA$5;L60>AB$4;AA$4;L60>AB$3;AA$3;L60>AB$2;AA$2;L60>AB$1;AA$1)";"="".bz""&TEXT(E60;""0"") & "" { fill:#"" &TEXT(O60;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q60;"""")";;;;;;;;;
418;76;103,975700378418;19.04.20 19:00;418;78;106,711906433105;03.05.20 17:00;;;=F61-B61;=G61-C61;;;"=WENNS(P61=AA$5;AC$5;P61=AA$4;AC$4;P61=AA$3;AC$3;P61 = AA$2;AC$2;P61=AA$1;AC$1)";"=WENNS(L61>AB$5;AA$5;L61>AB$4;AA$4;L61>AB$3;AA$3;L61>AB$2;AA$2;L61>AB$1;AA$1)";"="".bz""&TEXT(E61;""0"") & "" { fill:#"" &TEXT(O61;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q61;"""")";;;;;;;;;
501;146;94,6754760742187;19.04.20 19:00;501;142;92,0816268920899;03.05.20 17:00;;;=F62-B62;=G62-C62;;;"=WENNS(P62=AA$5;AC$5;P62=AA$4;AC$4;P62=AA$3;AC$3;P62 = AA$2;AC$2;P62=AA$1;AC$1)";"=WENNS(L62>AB$5;AA$5;L62>AB$4;AA$4;L62>AB$3;AA$3;L62>AB$2;AA$2;L62>AB$1;AA$1)";"="".bz""&TEXT(E62;""0"") & "" { fill:#"" &TEXT(O62;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q62;"""")";;;;;;;;;
502;66;109,318580627441;19.04.20 19:00;502;68;112,63126373291;03.05.20 17:00;;;=F63-B63;=G63-C63;;;"=WENNS(P63=AA$5;AC$5;P63=AA$4;AC$4;P63=AA$3;AC$3;P63 = AA$2;AC$2;P63=AA$1;AC$1)";"=WENNS(L63>AB$5;AA$5;L63>AB$4;AA$4;L63>AB$3;AA$3;L63>AB$2;AA$2;L63>AB$1;AA$1)";"="".bz""&TEXT(E63;""0"") & "" { fill:#"" &TEXT(O63;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q63;"""")";;;;;;;;;
503;190;124,769340515137;19.04.20 19:00;503;197;129,366104125977;03.05.20 17:00;;;=F64-B64;=G64-C64;;;"=WENNS(P64=AA$5;AC$5;P64=AA$4;AC$4;P64=AA$3;AC$3;P64 = AA$2;AC$2;P64=AA$1;AC$1)";"=WENNS(L64>AB$5;AA$5;L64>AB$4;AA$4;L64>AB$3;AA$3;L64>AB$2;AA$2;L64>AB$1;AA$1)";"="".bz""&TEXT(E64;""0"") & "" { fill:#"" &TEXT(O64;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q64;"""")";;;;;;;;;
504;432;536,159729003906;19.04.20 19:00;504;434;538,641967773438;03.05.20 17:00;;;=F65-B65;=G65-C65;;;"=WENNS(P65=AA$5;AC$5;P65=AA$4;AC$4;P65=AA$3;AC$3;P65 = AA$2;AC$2;P65=AA$1;AC$1)";"=WENNS(L65>AB$5;AA$5;L65>AB$4;AA$4;L65>AB$3;AA$3;L65>AB$2;AA$2;L65>AB$1;AA$1)";"="".bz""&TEXT(E65;""0"") & "" { fill:#"" &TEXT(O65;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q65;"""")";;;;;;;;;
505;22;108,267715454102;19.04.20 19:00;505;22;108,267715454102;03.05.20 17:00;;;=F66-B66;=G66-C66;;;"=WENNS(P66=AA$5;AC$5;P66=AA$4;AC$4;P66=AA$3;AC$3;P66 = AA$2;AC$2;P66=AA$1;AC$1)";"=WENNS(L66>AB$5;AA$5;L66>AB$4;AA$4;L66>AB$3;AA$3;L66>AB$2;AA$2;L66>AB$1;AA$1)";"="".bz""&TEXT(E66;""0"") & "" { fill:#"" &TEXT(O66;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q66;"""")";;;;;;;;;
506;344;393,313659667969;19.04.20 19:00;506;356;407,033905029297;03.05.20 17:00;;;=F67-B67;=G67-C67;;;"=WENNS(P67=AA$5;AC$5;P67=AA$4;AC$4;P67=AA$3;AC$3;P67 = AA$2;AC$2;P67=AA$1;AC$1)";"=WENNS(L67>AB$5;AA$5;L67>AB$4;AA$4;L67>AB$3;AA$3;L67>AB$2;AA$2;L67>AB$1;AA$1)";"="".bz""&TEXT(E67;""0"") & "" { fill:#"" &TEXT(O67;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q67;"""")";;;;;;;;;
601;441;152,697662353516;19.04.20 19:00;601;478;165,509033203125;03.05.20 17:00;;;=F68-B68;=G68-C68;;;"=WENNS(P68=AA$5;AC$5;P68=AA$4;AC$4;P68=AA$3;AC$3;P68 = AA$2;AC$2;P68=AA$1;AC$1)";"=WENNS(L68>AB$5;AA$5;L68>AB$4;AA$4;L68>AB$3;AA$3;L68>AB$2;AA$2;L68>AB$1;AA$1)";"="".bz""&TEXT(E68;""0"") & "" { fill:#"" &TEXT(O68;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q68;"""")";;;;;;;;;
603;44;72,3434371948242;19.04.20 19:00;603;48;78,9201126098633;03.05.20 17:00;;;=F69-B69;=G69-C69;;;"=WENNS(P69=AA$5;AC$5;P69=AA$4;AC$4;P69=AA$3;AC$3;P69 = AA$2;AC$2;P69=AA$1;AC$1)";"=WENNS(L69>AB$5;AA$5;L69>AB$4;AA$4;L69>AB$3;AA$3;L69>AB$2;AA$2;L69>AB$1;AA$1)";"="".bz""&TEXT(E69;""0"") & "" { fill:#"" &TEXT(O69;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q69;"""")";;;;;;;;;
606;199;129,002975463867;19.04.20 19:00;606;222;143,912872314453;03.05.20 17:00;;;=F70-B70;=G70-C70;;;"=WENNS(P70=AA$5;AC$5;P70=AA$4;AC$4;P70=AA$3;AC$3;P70 = AA$2;AC$2;P70=AA$1;AC$1)";"=WENNS(L70>AB$5;AA$5;L70>AB$4;AA$4;L70>AB$3;AA$3;L70>AB$2;AA$2;L70>AB$1;AA$1)";"="".bz""&TEXT(E70;""0"") & "" { fill:#"" &TEXT(O70;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q70;"""")";;;;;;;;;
610;176;213,374710083008;19.04.20 19:00;610;183;221,861206054687;03.05.20 17:00;;;=F71-B71;=G71-C71;;;"=WENNS(P71=AA$5;AC$5;P71=AA$4;AC$4;P71=AA$3;AC$3;P71 = AA$2;AC$2;P71=AA$1;AC$1)";"=WENNS(L71>AB$5;AA$5;L71>AB$4;AA$4;L71>AB$3;AA$3;L71>AB$2;AA$2;L71>AB$1;AA$1)";"="".bz""&TEXT(E71;""0"") & "" { fill:#"" &TEXT(O71;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q71;"""")";;;;;;;;;
611;22;36,6300354003906;19.04.20 19:00;611;23;38,2950401306152;03.05.20 17:00;;;=F72-B72;=G72-C72;;;"=WENNS(P72=AA$5;AC$5;P72=AA$4;AC$4;P72=AA$3;AC$3;P72 = AA$2;AC$2;P72=AA$1;AC$1)";"=WENNS(L72>AB$5;AA$5;L72>AB$4;AA$4;L72>AB$3;AA$3;L72>AB$2;AA$2;L72>AB$1;AA$1)";"="".bz""&TEXT(E72;""0"") & "" { fill:#"" &TEXT(O72;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q72;"""")";;;;;;;;;
612;83;103,878547668457;19.04.20 19:00;612;86;107,633193969727;03.05.20 17:00;;;=F73-B73;=G73-C73;;;"=WENNS(P73=AA$5;AC$5;P73=AA$4;AC$4;P73=AA$3;AC$3;P73 = AA$2;AC$2;P73=AA$1;AC$1)";"=WENNS(L73>AB$5;AA$5;L73>AB$4;AA$4;L73>AB$3;AA$3;L73>AB$2;AA$2;L73>AB$1;AA$1)";"="".bz""&TEXT(E73;""0"") & "" { fill:#"" &TEXT(O73;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q73;"""")";;;;;;;;;
614;5;18,077299118042;19.04.20 19:00;614;7;25,3082180023193;03.05.20 17:00;;;=F74-B74;=G74-C74;;;"=WENNS(P74=AA$5;AC$5;P74=AA$4;AC$4;P74=AA$3;AC$3;P74 = AA$2;AC$2;P74=AA$1;AC$1)";"=WENNS(L74>AB$5;AA$5;L74>AB$4;AA$4;L74>AB$3;AA$3;L74>AB$2;AA$2;L74>AB$1;AA$1)";"="".bz""&TEXT(E74;""0"") & "" { fill:#"" &TEXT(O74;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q74;"""")";;;;;;;;;
616;96;187,642929077148;19.04.20 19:00;616;104;203,279846191406;03.05.20 17:00;;;=F75-B75;=G75-C75;;;"=WENNS(P75=AA$5;AC$5;P75=AA$4;AC$4;P75=AA$3;AC$3;P75 = AA$2;AC$2;P75=AA$1;AC$1)";"=WENNS(L75>AB$5;AA$5;L75>AB$4;AA$4;L75>AB$3;AA$3;L75>AB$2;AA$2;L75>AB$1;AA$1)";"="".bz""&TEXT(E75;""0"") & "" { fill:#"" &TEXT(O75;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q75;"""")";;;;;;;;;
617;154;170,461456298828;19.04.20 19:00;617;163;180,423492431641;03.05.20 17:00;;;=F76-B76;=G76-C76;;;"=WENNS(P76=AA$5;AC$5;P76=AA$4;AC$4;P76=AA$3;AC$3;P76 = AA$2;AC$2;P76=AA$1;AC$1)";"=WENNS(L76>AB$5;AA$5;L76>AB$4;AA$4;L76>AB$3;AA$3;L76>AB$2;AA$2;L76>AB$1;AA$1)";"="".bz""&TEXT(E76;""0"") & "" { fill:#"" &TEXT(O76;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q76;"""")";;;;;;;;;
620;31;43,053165435791;19.04.20 19:00;620;31;43,053165435791;03.05.20 17:00;;;=F77-B77;=G77-C77;;;"=WENNS(P77=AA$5;AC$5;P77=AA$4;AC$4;P77=AA$3;AC$3;P77 = AA$2;AC$2;P77=AA$1;AC$1)";"=WENNS(L77>AB$5;AA$5;L77>AB$4;AA$4;L77>AB$3;AA$3;L77>AB$2;AA$2;L77>AB$1;AA$1)";"="".bz""&TEXT(E77;""0"") & "" { fill:#"" &TEXT(O77;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q77;"""")";;;;;;;;;
621;51;51,5234794616699;19.04.20 19:00;621;52;52,5337409973145;03.05.20 17:00;;;=F78-B78;=G78-C78;;;"=WENNS(P78=AA$5;AC$5;P78=AA$4;AC$4;P78=AA$3;AC$3;P78 = AA$2;AC$2;P78=AA$1;AC$1)";"=WENNS(L78>AB$5;AA$5;L78>AB$4;AA$4;L78>AB$3;AA$3;L78>AB$2;AA$2;L78>AB$1;AA$1)";"="".bz""&TEXT(E78;""0"") & "" { fill:#"" &TEXT(O78;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q78;"""")";;;;;;;;;
622;300;331,045440673828;19.04.20 19:00;622;312;344,287261962891;03.05.20 17:00;;;=F79-B79;=G79-C79;;;"=WENNS(P79=AA$5;AC$5;P79=AA$4;AC$4;P79=AA$3;AC$3;P79 = AA$2;AC$2;P79=AA$1;AC$1)";"=WENNS(L79>AB$5;AA$5;L79>AB$4;AA$4;L79>AB$3;AA$3;L79>AB$2;AA$2;L79>AB$1;AA$1)";"="".bz""&TEXT(E79;""0"") & "" { fill:#"" &TEXT(O79;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q79;"""")";;;;;;;;;
623;51;59,3388938903809;19.04.20 19:00;623;58;67,4834518432617;03.05.20 17:00;;;=F80-B80;=G80-C80;;;"=WENNS(P80=AA$5;AC$5;P80=AA$4;AC$4;P80=AA$3;AC$3;P80 = AA$2;AC$2;P80=AA$1;AC$1)";"=WENNS(L80>AB$5;AA$5;L80>AB$4;AA$4;L80>AB$3;AA$3;L80>AB$2;AA$2;L80>AB$1;AA$1)";"="".bz""&TEXT(E80;""0"") & "" { fill:#"" &TEXT(O80;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q80;"""")";;;;;;;;;
701;388;293,694641113281;19.04.20 19:00;701;411;311,104370117187;03.05.20 17:00;;;=F81-B81;=G81-C81;;;"=WENNS(P81=AA$5;AC$5;P81=AA$4;AC$4;P81=AA$3;AC$3;P81 = AA$2;AC$2;P81=AA$1;AC$1)";"=WENNS(L81>AB$5;AA$5;L81>AB$4;AA$4;L81>AB$3;AA$3;L81>AB$2;AA$2;L81>AB$1;AA$1)";"="".bz""&TEXT(E81;""0"") & "" { fill:#"" &TEXT(O81;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q81;"""")";;;;;;;;;
702;282;469,561737060547;19.04.20 19:00;702;289;481,217529296875;03.05.20 17:00;;;=F82-B82;=G82-C82;;;"=WENNS(P82=AA$5;AC$5;P82=AA$4;AC$4;P82=AA$3;AC$3;P82 = AA$2;AC$2;P82=AA$1;AC$1)";"=WENNS(L82>AB$5;AA$5;L82>AB$4;AA$4;L82>AB$3;AA$3;L82>AB$2;AA$2;L82>AB$1;AA$1)";"="".bz""&TEXT(E82;""0"") & "" { fill:#"" &TEXT(O82;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q82;"""")";;;;;;;;;
703;377;210,241027832031;19.04.20 19:00;703;387;215,81770324707;03.05.20 17:00;;;=F83-B83;=G83-C83;;;"=WENNS(P83=AA$5;AC$5;P83=AA$4;AC$4;P83=AA$3;AC$3;P83 = AA$2;AC$2;P83=AA$1;AC$1)";"=WENNS(L83>AB$5;AA$5;L83>AB$4;AA$4;L83>AB$3;AA$3;L83>AB$2;AA$2;L83>AB$1;AA$1)";"="".bz""&TEXT(E83;""0"") & "" { fill:#"" &TEXT(O83;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q83;"""")";;;;;;;;;
704;355;555,720764160156;19.04.20 19:00;704;366;572,940307617187;03.05.20 17:00;;;=F84-B84;=G84-C84;;;"=WENNS(P84=AA$5;AC$5;P84=AA$4;AC$4;P84=AA$3;AC$3;P84 = AA$2;AC$2;P84=AA$1;AC$1)";"=WENNS(L84>AB$5;AA$5;L84>AB$4;AA$4;L84>AB$3;AA$3;L84>AB$2;AA$2;L84>AB$1;AA$1)";"="".bz""&TEXT(E84;""0"") & "" { fill:#"" &TEXT(O84;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q84;"""")";;;;;;;;;
705;505;460,421936035156;19.04.20 19:00;705;514;468,627471923828;03.05.20 17:00;;;=F85-B85;=G85-C85;;;"=WENNS(P85=AA$5;AC$5;P85=AA$4;AC$4;P85=AA$3;AC$3;P85 = AA$2;AC$2;P85=AA$1;AC$1)";"=WENNS(L85>AB$5;AA$5;L85>AB$4;AA$4;L85>AB$3;AA$3;L85>AB$2;AA$2;L85>AB$1;AA$1)";"="".bz""&TEXT(E85;""0"") & "" { fill:#"" &TEXT(O85;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q85;"""")";;;;;;;;;
706;971;2188,81030273437;19.04.20 19:00;706;990;2231,6396484375;03.05.20 17:00;;;=F86-B86;=G86-C86;;;"=WENNS(P86=AA$5;AC$5;P86=AA$4;AC$4;P86=AA$3;AC$3;P86 = AA$2;AC$2;P86=AA$1;AC$1)";"=WENNS(L86>AB$5;AA$5;L86>AB$4;AA$4;L86>AB$3;AA$3;L86>AB$2;AA$2;L86>AB$1;AA$1)";"="".bz""&TEXT(E86;""0"") & "" { fill:#"" &TEXT(O86;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q86;"""")";;;;;;;;;
707;146;299,46875;19.04.20 19:00;707;150;307,673370361328;03.05.20 17:00;;;=F87-B87;=G87-C87;;;"=WENNS(P87=AA$5;AC$5;P87=AA$4;AC$4;P87=AA$3;AC$3;P87 = AA$2;AC$2;P87=AA$1;AC$1)";"=WENNS(L87>AB$5;AA$5;L87>AB$4;AA$4;L87>AB$3;AA$3;L87>AB$2;AA$2;L87>AB$1;AA$1)";"="".bz""&TEXT(E87;""0"") & "" { fill:#"" &TEXT(O87;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q87;"""")";;;;;;;;;
708;56;171,411087036133;19.04.20 19:00;708;56;171,411087036133;03.05.20 17:00;;;=F88-B88;=G88-C88;;;"=WENNS(P88=AA$5;AC$5;P88=AA$4;AC$4;P88=AA$3;AC$3;P88 = AA$2;AC$2;P88=AA$1;AC$1)";"=WENNS(L88>AB$5;AA$5;L88>AB$4;AA$4;L88>AB$3;AA$3;L88>AB$2;AA$2;L88>AB$1;AA$1)";"="".bz""&TEXT(E88;""0"") & "" { fill:#"" &TEXT(O88;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q88;"""")";;;;;;;;;
709;337;401,797943115234;19.04.20 19:00;709;344;410,143920898438;03.05.20 17:00;;;=F89-B89;=G89-C89;;;"=WENNS(P89=AA$5;AC$5;P89=AA$4;AC$4;P89=AA$3;AC$3;P89 = AA$2;AC$2;P89=AA$1;AC$1)";"=WENNS(L89>AB$5;AA$5;L89>AB$4;AA$4;L89>AB$3;AA$3;L89>AB$2;AA$2;L89>AB$1;AA$1)";"="".bz""&TEXT(E89;""0"") & "" { fill:#"" &TEXT(O89;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q89;"""")";;;;;;;;;
801;247;387,669891357422;19.04.20 19:00;801;251;393,947967529297;03.05.20 17:00;;;=F90-B90;=G90-C90;;;"=WENNS(P90=AA$5;AC$5;P90=AA$4;AC$4;P90=AA$3;AC$3;P90 = AA$2;AC$2;P90=AA$1;AC$1)";"=WENNS(L90>AB$5;AA$5;L90>AB$4;AA$4;L90>AB$3;AA$3;L90>AB$2;AA$2;L90>AB$1;AA$1)";"="".bz""&TEXT(E90;""0"") & "" { fill:#"" &TEXT(O90;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q90;"""")";;;;;;;;;
802;258;191,988571166992;19.04.20 19:00;802;260;193,476852416992;03.05.20 17:00;;;=F91-B91;=G91-C91;;;"=WENNS(P91=AA$5;AC$5;P91=AA$4;AC$4;P91=AA$3;AC$3;P91 = AA$2;AC$2;P91=AA$1;AC$1)";"=WENNS(L91>AB$5;AA$5;L91>AB$4;AA$4;L91>AB$3;AA$3;L91>AB$2;AA$2;L91>AB$1;AA$1)";"="".bz""&TEXT(E91;""0"") & "" { fill:#"" &TEXT(O91;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q91;"""")";;;;;;;;;
803;145;162,846328735352;19.04.20 19:00;803;151;169,58479309082;03.05.20 17:00;;;=F92-B92;=G92-C92;;;"=WENNS(P92=AA$5;AC$5;P92=AA$4;AC$4;P92=AA$3;AC$3;P92 = AA$2;AC$2;P92=AA$1;AC$1)";"=WENNS(L92>AB$5;AA$5;L92>AB$4;AA$4;L92>AB$3;AA$3;L92>AB$2;AA$2;L92>AB$1;AA$1)";"="".bz""&TEXT(E92;""0"") & "" { fill:#"" &TEXT(O92;""0"") &"";fill-opacity:1 }""";;;"=WENNNV(Q92;"""")";;;;;;;;;
