Aktiv	Infektionen	Genesen	ToteBestätigt	ToteGemeldet	TestungenGes	GesBesFälle	GesNBVerf	GesIBVerf	GesNBBel	GesIBBel	BFNH	Erkrankungen	LetzteAktualisierung	Timestamp
2043	15335	12779	552	580	247754	15402	15258	1018	386	131	1526	15335	2020-04-29 10:00:00	2020-04-29 10:00:00
2043	15343	12779	553	580	247754	15402	15258	1018	386	131	1526	15343	2020-04-29 11:00:00	2020-04-29 11:00:00
2043	15345	12779	554	580	247754	15402	15258	1018	386	131	1526	15345	2020-04-29 12:59:59	2020-04-29 12:59:59
2043	15349	12779	554	580	247754	15402	15258	1018	386	131	1526	15349	2020-04-29 14:00:00	2020-04-29 14:00:00
2043	15352	12779	554	580	247754	15402	15258	1018	386	131	1526	15352	2020-04-29 15:00:00	2020-04-29 15:00:00
2043	15357	12779	554	580	247754	15402	15258	1018	386	131	1526	15357	2020-04-29 16:00:00	2020-04-29 16:00:00
2043	15360	12779	555	580	247754	15402	15258	1018	386	131	1526	15360	2020-04-29 17:00:00	2020-04-29 17:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-29 19:00:00	2020-04-29 19:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-29 20:00:00	2020-04-29 20:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-29 21:00:00	2020-04-29 21:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-29 22:00:00	2020-04-29 22:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-29 23:00:00	2020-04-29 23:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 00:00:00	2020-04-30 00:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 02:00:00	2020-04-30 02:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 03:00:00	2020-04-30 03:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 04:00:00	2020-04-30 04:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 05:00:00	2020-04-30 05:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 06:00:00	2020-04-30 06:00:00
2043	15364	12779	555	580	247754	15402	15258	1018	386	131	1526	15364	2020-04-30 07:00:00	2020-04-30 07:00:00
2043	15369	12779	555	580	247754	15402	15258	1018	386	131	1526	15369	2020-04-30 08:00:00	2020-04-30 08:00:00
2043	15377	12779	555	580	247754	15402	15258	1018	386	131	1526	15377	2020-04-30 09:00:00	2020-04-30 09:00:00
1961	15387	12907	555	584	256399	15452	15081	1012	372	128	1461	15387	2020-04-30 10:00:00	2020-04-30 10:00:00
1961	15388	12907	555	584	256399	15452	15081	1012	372	128	1461	15388	2020-04-30 11:00:00	2020-04-30 11:00:00
1961	15401	12907	555	584	256399	15452	15081	1012	372	128	1461	15401	2020-04-30 13:00:00	2020-04-30 13:00:00
1961	15410	12907	556	584	256399	15452	15081	1012	372	128	1461	15410	2020-04-30 14:00:00	2020-04-30 14:00:00
1961	15426	12907	557	584	256399	15452	15081	1012	372	128	1461	15426	2020-04-30 16:00:00	2020-04-30 16:00:00
1961	15441	12907	557	584	256399	15452	15081	1012	372	128	1461	15441	2020-04-30 17:00:00	2020-04-30 17:00:00
1961	15447	12907	557	584	256399	15452	15081	1012	372	128	1461	15447	2020-04-30 18:00:00	2020-04-30 18:00:00
1961	15450	12907	557	584	256399	15452	15081	1012	372	128	1461	15450	2020-04-30 19:00:00	2020-04-30 19:00:00
1961	15450	12907	557	584	256399	15452	15081	1012	372	128	1461	15450	2020-04-30 20:00:00	2020-04-30 20:00:00
1961	15452	12907	558	584	256399	15452	15081	1012	372	128	1461	15452	2020-04-30 21:00:00	2020-04-30 21:00:00
1961	15453	12907	558	584	256399	15452	15081	1012	372	128	1461	15453	2020-04-30 22:00:00	2020-04-30 22:00:00
1961	15454	12907	558	584	256399	15452	15081	1012	372	128	1461	15454	2020-04-30 23:00:00	2020-04-30 23:00:00
1961	15456	12907	558	584	256399	15452	15081	1012	372	128	1461	15456	2020-05-01 00:00:00	2020-05-01 00:00:00
1961	15456	12907	558	584	256399	15452	15081	1012	372	128	1461	15456	2020-05-01 01:00:00	2020-05-01 01:00:00
1961	15457	12907	558	584	256399	15452	15081	1012	372	128	1461	15457	2020-05-01 02:00:00	2020-05-01 02:00:00
1961	15457	12907	558	584	256399	15452	15081	1012	372	128	1461	15457	2020-05-01 03:00:00	2020-05-01 03:00:00
1961	15457	12907	558	584	256399	15452	15081	1012	372	128	1461	15457	2020-05-01 04:00:00	2020-05-01 04:00:00
1961	15457	12907	558	584	256399	15452	15081	1012	372	128	1461	15457	2020-05-01 05:00:00	2020-05-01 05:00:00
1961	15457	12907	558	584	256399	15452	15081	1012	372	128	1461	15457	2020-05-01 06:00:00	2020-05-01 06:00:00
1961	15457	12907	558	584	256399	15452	15081	1012	372	128	1461	15457	2020-05-01 07:00:00	2020-05-01 07:00:00
1961	15458	12907	560	584	256399	15452	15081	1012	372	128	1461	15458	2020-05-01 08:00:00	2020-05-01 08:00:00
1961	15458	12907	560	584	256399	15452	15081	1012	372	128	1461	15458	2020-05-01 09:00:00	2020-05-01 09:00:00
1961	15461	12907	560	584	256399	15452	15081	1012	372	128	1461	15461	2020-05-01 10:00:00	2020-05-01 10:00:00
1961	15462	12907	560	584	256399	15452	15081	1012	372	128	1461	15462	2020-05-01 11:00:00	2020-05-01 11:00:00
1850	15465	13092	561	589	264079	15531	16203	1008	348	124	1378	15465	2020-05-01 12:00:00	2020-05-01 12:00:00
1850	15465	13092	561	589	264079	15531	16203	1008	348	124	1378	15465	2020-05-01 13:00:00	2020-05-01 13:00:00
1850	15470	13092	561	589	264079	15531	16203	1008	348	124	1378	15470	2020-05-01 15:00:00	2020-05-01 15:00:00
1850	15470	13092	561	589	264079	15531	16203	1008	348	124	1378	15470	2020-05-01 16:00:00	2020-05-01 16:00:00
1850	15470	13092	562	589	264079	15531	16203	1008	348	124	1378	15470	2020-05-01 17:00:00	2020-05-01 17:00:00
1850	15471	13092	565	589	264079	15531	16203	1008	348	124	1378	15471	2020-05-01 19:00:00	2020-05-01 19:00:00
1850	15477	13092	565	589	264079	15531	16203	1008	348	124	1378	15477	2020-05-01 20:00:00	2020-05-01 20:00:00
1850	15478	13092	565	589	264079	15531	16203	1008	348	124	1378	15478	2020-05-01 21:00:00	2020-05-01 21:00:00
1850	15478	13092	565	589	264079	15531	16203	1008	348	124	1378	15478	2020-05-01 22:00:00	2020-05-01 22:00:00
1850	15478	13092	565	589	264079	15531	16203	1008	348	124	1378	15478	2020-05-02 00:00:00	2020-05-02 00:00:00
1850	15478	13092	565	589	264079	15531	16203	1008	348	124	1378	15478	2020-05-02 01:00:00	2020-05-02 01:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 02:00:00	2020-05-02 02:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 03:00:00	2020-05-02 03:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 04:00:00	2020-05-02 04:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 05:00:00	2020-05-02 05:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 06:00:00	2020-05-02 06:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 07:00:00	2020-05-02 07:00:00
1850	15479	13092	565	589	264079	15531	16203	1008	348	124	1378	15479	2020-05-02 08:00:00	2020-05-02 08:00:00
1850	15487	13092	565	589	264079	15531	16203	1008	348	124	1378	15487	2020-05-02 09:00:00	2020-05-02 09:00:00
1782	15492	13180	565	596	269619	15558	16814	1046	314	114	1354	15492	2020-05-02 10:00:00	2020-05-02 10:00:00
1782	15492	13180	565	596	269619	15558	16814	1046	314	114	1354	15492	2020-05-02 11:00:00	2020-05-02 11:00:00
1782	15493	13180	565	596	269619	15558	16814	1046	314	114	1354	15493	2020-05-02 12:00:00	2020-05-02 12:00:00
1782	15506	13180	566	596	269619	15558	16814	1046	314	114	1354	15506	2020-05-02 14:00:00	2020-05-02 14:00:00
1782	15508	13180	567	596	269619	15558	16814	1046	314	114	1354	15508	2020-05-02 15:00:00	2020-05-02 15:00:00
1782	15509	13180	567	596	269619	15558	16814	1046	314	114	1354	15509	2020-05-02 16:00:00	2020-05-02 16:00:00
1782	15512	13180	567	596	269619	15558	16814	1046	314	114	1354	15512	2020-05-02 17:00:00	2020-05-02 17:00:00
1782	15513	13180	567	596	269619	15558	16814	1046	314	114	1354	15513	2020-05-02 19:00:00	2020-05-02 19:00:00
1782	15515	13180	567	596	269619	15558	16814	1046	314	114	1354	15515	2020-05-02 20:00:00	2020-05-02 20:00:00
1782	15514	13180	567	596	269619	15558	16814	1046	314	114	1354	15514	2020-05-02 21:00:00	2020-05-02 21:00:00
1782	15514	13180	567	596	269619	15558	16814	1046	314	114	1354	15514	2020-05-02 22:00:00	2020-05-02 22:00:00
1782	15514	13180	567	596	269619	15558	16814	1046	314	114	1354	15514	2020-05-03 00:00:00	2020-05-03 00:00:00
1782	15514	13180	567	596	269619	15558	16814	1046	314	114	1354	15514	2020-05-03 02:00:00	2020-05-03 02:00:00
1782	15515	13180	567	596	269619	15558	16814	1046	314	114	1354	15515	2020-05-03 03:00:00	2020-05-03 03:00:00
1782	15515	13180	567	596	269619	15558	16814	1046	314	114	1354	15515	2020-05-03 04:00:00	2020-05-03 04:00:00
1782	15515	13180	567	596	269619	15558	16814	1046	314	114	1354	15515	2020-05-03 05:00:00	2020-05-03 05:00:00
1782	15515	13180	567	596	269619	15558	16814	1046	314	114	1354	15515	2020-05-03 06:00:00	2020-05-03 06:00:00
1782	15515	13180	567	596	269619	15558	16814	1046	314	114	1354	15515	2020-05-03 07:00:00	2020-05-03 07:00:00
1782	15514	13180	567	596	269619	15558	16814	1046	314	114	1354	15514	2020-05-03 09:00:00	2020-05-03 09:00:00
1761	15517	13238	567	598	274355	15597	17092	1055	308	114	1339	15517	2020-05-03 10:00:00	2020-05-03 10:00:00
1761	15517	13238	567	598	274355	15597	17092	1055	308	114	1339	15517	2020-05-03 11:00:00	2020-05-03 11:00:00
1761	15517	13238	567	598	274355	15597	17092	1055	308	114	1339	15517	2020-05-03 12:00:00	2020-05-03 12:00:00
1761	15525	13238	568	598	274355	15597	17092	1055	308	114	1339	15525	2020-05-03 13:00:00	2020-05-03 13:00:00
1761	15526	13238	568	598	274355	15597	17092	1055	308	114	1339	15526	2020-05-03 14:00:00	2020-05-03 14:00:00
1761	15529	13238	568	598	274355	15597	17092	1055	308	114	1339	15529	2020-05-03 16:00:00	2020-05-03 16:00:00
1761	15533	13238	568	598	274355	15597	17092	1055	308	114	1339	15533	2020-05-03 17:00:00	2020-05-03 17:00:00
1761	15534	13238	568	598	274355	15597	17092	1055	308	114	1339	15534	2020-05-03 19:00:00	2020-05-03 19:00:00
1761	15532	13238	568	598	274355	15597	17092	1055	308	114	1339	15532	2020-05-03 21:00:00	2020-05-03 21:00:00
1761	15533	13238	568	598	274355	15597	17092	1055	308	114	1339	15533	2020-05-03 22:00:00	2020-05-03 22:00:00
1761	15533	13238	568	598	274355	15597	17092	1055	308	114	1339	15533	2020-05-04 00:00:00	2020-05-04 00:00:00
1761	15534	13238	568	598	274355	15597	17092	1055	308	114	1339	15534	2020-05-04 01:00:00	2020-05-04 01:00:00
1761	15535	13238	568	598	274355	15597	17092	1055	308	114	1339	15535	2020-05-04 02:00:00	2020-05-04 02:00:00
1761	15535	13238	568	598	274355	15597	17092	1055	308	114	1339	15535	2020-05-04 03:00:00	2020-05-04 03:00:00
1761	15535	13238	568	598	274355	15597	17092	1055	308	114	1339	15535	2020-05-04 04:00:00	2020-05-04 04:00:00
1761	15535	13238	568	598	274355	15597	17092	1055	308	114	1339	15535	2020-05-04 05:00:00	2020-05-04 05:00:00
1761	15535	13238	568	598	274355	15597	17092	1055	308	114	1339	15535	2020-05-04 06:00:00	2020-05-04 06:00:00
1761	15535	13238	568	598	274355	15597	17092	1055	308	114	1339	15535	2020-05-04 07:00:00	2020-05-04 07:00:00
1761	15537	13238	568	598	274355	15597	17092	1055	308	114	1339	15537	2020-05-04 08:00:00	2020-05-04 08:00:00
1761	15546	13238	568	598	274355	15597	17092	1055	308	114	1339	15546	2020-05-04 09:00:00	2020-05-04 09:00:00
1705	15547	13316	569	600	279071	15621	16979	1056	309	111	1285	15547	2020-05-04 11:00:00	2020-05-04 11:00:00
1705	15545	13316	569	600	279071	15621	16979	1056	309	111	1285	15545	2020-05-04 12:00:00	2020-05-04 12:00:00
1705	15547	13316	569	600	279071	15621	16979	1056	309	111	1285	15547	2020-05-04 13:00:00	2020-05-04 13:00:00
1705	15548	13316	569	600	279071	15621	16979	1056	309	111	1285	15548	2020-05-04 14:00:00	2020-05-04 14:00:00
1705	15551	13316	570	600	279071	15621	16979	1056	309	111	1285	15551	2020-05-04 15:00:00	2020-05-04 15:00:00
1705	15551	13316	569	600	279071	15621	16979	1056	309	111	1285	15551	2020-05-04 16:00:00	2020-05-04 16:00:00
1705	15551	13316	570	600	279071	15621	16979	1056	309	111	1285	15551	2020-05-04 17:00:00	2020-05-04 17:00:00
1705	15553	13316	570	600	279071	15621	16979	1056	309	111	1285	15553	2020-05-04 18:00:00	2020-05-04 18:00:00
1705	15554	13316	571	600	279071	15621	16979	1056	309	111	1285	15554	2020-05-04 19:00:00	2020-05-04 19:00:00
1705	15563	13316	571	600	279071	15621	16979	1056	309	111	1285	15563	2020-05-04 20:00:00	2020-05-04 20:00:00
1705	15563	13316	571	600	279071	15621	16979	1056	309	111	1285	15563	2020-05-04 21:00:00	2020-05-04 21:00:00
1705	15563	13316	571	600	279071	15621	16979	1056	309	111	1285	15563	2020-05-04 22:00:00	2020-05-04 22:00:00
1705	15563	13316	571	600	279071	15621	16979	1056	309	111	1285	15563	2020-05-04 23:00:00	2020-05-04 23:00:00
1705	15563	13316	571	600	279071	15621	16979	1056	309	111	1285	15563	2020-05-05 00:00:00	2020-05-05 00:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 01:00:00	2020-05-05 01:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 02:00:00	2020-05-05 02:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 03:00:00	2020-05-05 03:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 04:00:00	2020-05-05 04:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 05:00:00	2020-05-05 05:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 06:00:00	2020-05-05 06:00:00
1705	15564	13316	571	600	279071	15621	16979	1056	309	111	1285	15564	2020-05-05 07:00:00	2020-05-05 07:00:00
1705	15569	13316	571	600	279071	15621	16979	1056	309	111	1285	15569	2020-05-05 08:00:00	2020-05-05 08:00:00
1705	15571	13316	571	600	279071	15621	16979	1056	309	111	1285	15571	2020-05-05 09:00:00	2020-05-05 09:00:00
1582	15574	13462	573	606	285883	15650	15640	1042	314	104	1164	15574	2020-05-05 10:00:00	2020-05-05 10:00:00
1582	15579	13462	574	606	285883	15650	15640	1042	314	104	1164	15579	2020-05-05 11:00:00	2020-05-05 11:00:00
1582	15579	13462	576	606	285883	15650	15640	1042	314	104	1164	15579	2020-05-05 12:00:00	2020-05-05 12:00:00
1582	15576	13462	576	606	285883	15650	15640	1042	314	104	1164	15576	2020-05-05 13:00:00	2020-05-05 13:00:00
1582	15576	13462	577	606	285883	15650	15640	1042	314	104	1164	15576	2020-05-05 14:00:00	2020-05-05 14:00:00
1582	15579	13462	577	606	285883	15650	15640	1042	314	104	1164	15579	2020-05-05 15:00:00	2020-05-05 15:00:00
1582	15582	13462	576	606	285883	15650	15640	1042	314	104	1164	15582	2020-05-05 16:00:00	2020-05-05 16:00:00
1582	15584	13462	576	606	285883	15650	15640	1042	314	104	1164	15584	2020-05-05 17:00:00	2020-05-05 17:00:00
1582	15585	13462	576	606	285883	15650	15640	1042	314	104	1164	15585	2020-05-05 18:00:00	2020-05-05 18:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-05 19:00:00	2020-05-05 19:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-05 20:00:00	2020-05-05 20:00:00
1582	15585	13462	576	606	285883	15650	15640	1042	314	104	1164	15585	2020-05-05 21:00:00	2020-05-05 21:00:00
1582	15585	13462	576	606	285883	15650	15640	1042	314	104	1164	15585	2020-05-05 22:00:00	2020-05-05 22:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-05 23:00:00	2020-05-05 23:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 00:00:00	2020-05-06 00:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 01:00:00	2020-05-06 01:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 02:00:00	2020-05-06 02:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 03:00:00	2020-05-06 03:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 04:00:00	2020-05-06 04:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 05:00:00	2020-05-06 05:00:00
1582	15586	13462	576	606	285883	15650	15640	1042	314	104	1164	15586	2020-05-06 06:00:00	2020-05-06 06:00:00
1582	15587	13462	576	606	285883	15650	15640	1042	314	104	1164	15587	2020-05-06 07:00:00	2020-05-06 07:00:00
1582	15589	13462	576	606	285883	15650	15640	1042	314	104	1164	15589	2020-05-06 08:00:00	2020-05-06 08:00:00
1582	15592	13462	576	606	285883	15650	15640	1042	314	104	1164	15592	2020-05-06 09:00:00	2020-05-06 09:00:00
1437	15614	13639	577	608	292254	15684	14287	1004	321	97	1019	15614	2020-05-06 10:00:00	2020-05-06 10:00:00
1437	15619	13639	578	608	292254	15684	14287	1004	321	97	1019	15619	2020-05-06 11:00:00	2020-05-06 11:00:00
1437	15623	13639	579	608	292254	15684	14287	1004	321	97	1019	15623	2020-05-06 12:00:00	2020-05-06 12:00:00
1437	15626	13639	579	608	292254	15684	14287	1004	321	97	1019	15626	2020-05-06 13:00:00	2020-05-06 13:00:00
1437	15630	13639	579	608	292254	15684	14287	1004	321	97	1019	15630	2020-05-06 14:00:00	2020-05-06 14:00:00
1437	15633	13639	579	608	292254	15684	14287	1004	321	97	1019	15633	2020-05-06 15:00:00	2020-05-06 15:00:00
1437	15636	13639	579	608	292254	15684	14287	1004	321	97	1019	15636	2020-05-06 16:00:00	2020-05-06 16:00:00
1437	15642	13639	579	608	292254	15684	14287	1004	321	97	1019	15642	2020-05-06 17:00:00	2020-05-06 17:00:00
1437	15646	13639	579	608	292254	15684	14287	1004	321	97	1019	15646	2020-05-06 18:00:00	2020-05-06 18:00:00
1437	15647	13639	579	608	292254	15684	14287	1004	321	97	1019	15647	2020-05-06 19:00:00	2020-05-06 19:00:00
1437	15647	13639	579	608	292254	15684	14287	1004	321	97	1019	15647	2020-05-06 20:00:00	2020-05-06 20:00:00
1437	15650	13639	579	608	292254	15684	14287	1004	321	97	1019	15650	2020-05-06 21:00:00	2020-05-06 21:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-06 22:00:00	2020-05-06 22:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-06 23:00:00	2020-05-06 23:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 00:00:00	2020-05-07 00:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 01:00:00	2020-05-07 01:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 02:00:00	2020-05-07 02:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 03:00:00	2020-05-07 03:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 04:00:00	2020-05-07 04:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 05:00:00	2020-05-07 05:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 06:00:00	2020-05-07 06:00:00
1437	15651	13639	579	608	292254	15684	14287	1004	321	97	1019	15651	2020-05-07 07:00:00	2020-05-07 07:00:00
1437	15652	13639	579	608	292254	15684	14287	1004	321	97	1019	15652	2020-05-07 08:00:00	2020-05-07 08:00:00
1437	15653	13639	580	608	292254	15684	14287	1004	321	97	1019	15653	2020-05-07 09:00:00	2020-05-07 09:00:00
1445	15655	13698	580	609	297894	15752	14065	1010	268	92	1085	15655	2020-05-07 10:00:00	2020-05-07 10:00:00
1445	15658	13698	576	609	297894	15752	14065	1010	268	92	1085	15658	2020-05-07 11:00:00	2020-05-07 11:00:00
1445	15658	13698	576	609	297894	15752	14065	1010	268	92	1085	15658	2020-05-07 12:00:00	2020-05-07 12:00:00
1445	15663	13698	576	609	297894	15752	14065	1010	268	92	1085	15663	2020-05-07 13:00:00	2020-05-07 13:00:00
1445	15663	13698	576	609	297894	15752	14065	1010	268	92	1085	15663	2020-05-07 14:00:00	2020-05-07 14:00:00
1445	15665	13698	576	609	297894	15752	14065	1010	268	92	1085	15665	2020-05-07 15:00:00	2020-05-07 15:00:00
1445	15667	13698	576	609	297894	15752	14065	1010	268	92	1085	15667	2020-05-07 16:00:00	2020-05-07 16:00:00
1445	15668	13698	576	609	297894	15752	14065	1010	268	92	1085	15668	2020-05-07 17:00:00	2020-05-07 17:00:00
1445	15670	13698	576	609	297894	15752	14065	1010	268	92	1085	15670	2020-05-07 18:00:00	2020-05-07 18:00:00
1445	15671	13698	576	609	297894	15752	14065	1010	268	92	1085	15671	2020-05-07 19:00:00	2020-05-07 19:00:00
1445	15672	13698	576	609	297894	15752	14065	1010	268	92	1085	15672	2020-05-07 20:00:00	2020-05-07 20:00:00
1445	15672	13698	579	609	297894	15752	14065	1010	268	92	1085	15672	2020-05-07 21:00:00	2020-05-07 21:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-07 22:00:00	2020-05-07 22:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-07 23:00:00	2020-05-07 23:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 00:00:00	2020-05-08 00:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 01:00:00	2020-05-08 01:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 02:00:00	2020-05-08 02:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 03:00:00	2020-05-08 03:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 04:00:00	2020-05-08 04:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 05:00:00	2020-05-08 05:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 06:00:00	2020-05-08 06:00:00
1445	15673	13698	579	609	297894	15752	14065	1010	268	92	1085	15673	2020-05-08 07:00:00	2020-05-08 07:00:00
1445	15675	13698	579	609	297894	15752	14065	1010	268	92	1085	15675	2020-05-08 08:00:00	2020-05-08 08:00:00
1445	15677	13698	579	609	297894	15752	14065	1010	268	92	1085	15677	2020-05-08 09:00:00	2020-05-08 09:00:00
1324	15686	13836	579	614	304069	15774	13870	999	258	81	985	15686	2020-05-08 10:00:00	2020-05-08 10:00:00
1324	15705	13836	579	614	304069	15774	13870	999	258	81	985	15705	2020-05-08 11:00:00	2020-05-08 11:00:00
1324	15702	13836	579	614	304069	15774	13870	999	258	81	985	15702	2020-05-08 12:00:00	2020-05-08 12:00:00
1324	15708	13836	579	614	304069	15774	13870	999	258	81	985	15708	2020-05-08 13:00:00	2020-05-08 13:00:00
1324	15711	13836	580	614	304069	15774	13870	999	258	81	985	15711	2020-05-08 14:00:00	2020-05-08 14:00:00
1324	15714	13836	581	614	304069	15774	13870	999	258	81	985	15714	2020-05-08 15:00:00	2020-05-08 15:00:00
1324	15714	13836	581	614	304069	15774	13870	999	258	81	985	15714	2020-05-08 16:00:00	2020-05-08 16:00:00
1324	15717	13836	581	614	304069	15774	13870	999	258	81	985	15717	2020-05-08 17:00:00	2020-05-08 17:00:00
1324	15727	13836	581	614	304069	15774	13870	999	258	81	985	15727	2020-05-08 18:00:00	2020-05-08 18:00:00
1324	15728	13836	581	614	304069	15774	13870	999	258	81	985	15728	2020-05-08 19:00:00	2020-05-08 19:00:00
1324	15734	13836	581	614	304069	15774	13870	999	258	81	985	15734	2020-05-08 20:00:00	2020-05-08 20:00:00
1324	15734	13836	581	614	304069	15774	13870	999	258	81	985	15734	2020-05-08 21:00:00	2020-05-08 21:00:00
1324	15735	13836	581	614	304069	15774	13870	999	258	81	985	15735	2020-05-08 22:00:00	2020-05-08 22:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-08 23:00:00	2020-05-08 23:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 00:00:00	2020-05-09 00:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 01:00:00	2020-05-09 01:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 02:00:00	2020-05-09 02:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 03:00:00	2020-05-09 03:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 04:00:00	2020-05-09 04:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 05:00:00	2020-05-09 05:00:00
1324	15736	13836	581	614	304069	15774	13870	999	258	81	985	15736	2020-05-09 06:00:00	2020-05-09 06:00:00
1324	15735	13836	581	614	304069	15774	13870	999	258	81	985	15735	2020-05-09 07:00:00	2020-05-09 07:00:00
1324	15735	13836	581	614	304069	15774	13870	999	258	81	985	15735	2020-05-09 08:00:00	2020-05-09 08:00:00
1324	15735	13836	582	614	304069	15774	13870	999	258	81	985	15735	2020-05-09 09:00:00	2020-05-09 09:00:00
1290	15737	13928	582	615	311690	15833	14553	1027	230	79	981	15737	2020-05-09 10:00:00	2020-05-09 10:00:00
1290	15740	13928	582	615	311690	15833	14553	1027	230	79	981	15740	2020-05-09 11:00:00	2020-05-09 11:00:00
1290	15756	13928	582	615	311690	15833	14553	1027	230	79	981	15756	2020-05-09 12:00:00	2020-05-09 12:00:00
1290	15756	13928	582	615	311690	15833	14553	1027	230	79	981	15756	2020-05-09 13:00:00	2020-05-09 13:00:00
1290	15756	13928	582	615	311690	15833	14553	1027	230	79	981	15756	2020-05-09 14:00:00	2020-05-09 14:00:00
1290	15756	13928	582	615	311690	15833	14553	1027	230	79	981	15756	2020-05-09 15:00:00	2020-05-09 15:00:00
